,record_id,percent_male,percent_female,percent_child
58024,7887,6.19,67.26,26.55
58025,53079,11.29,88.71,0
58026,53250,5.26,35.79,58.95
58027,53259,20.78,58.44,20.78
58028,53323,10.16,43.75,46.09
58029,53399,15.12,84.88,0
58030,53439,6.67,93.33,0
58031,53567,15,85,0
58032,53654,15.28,84.72,0
58033,13693,11.46,88.54,0
58034,56532,4.55,57.58,37.88
58035,11433,11.32,88.68,0
58036,13192,12.35,87.65,0
58037,13282,8.26,91.74,0
58038,13379,3.1,60.47,36.43
58039,13382,6.9,67.82,25.29
58040,13475,38.36,61.64,0
58041,13496,19.54,80.46,0
58042,13521,17.65,82.35,0
58043,13607,15.15,84.85,0
58044,15653,18.42,81.58,0
58045,18253,12.87,87.13,0
58046,38845,4.92,54.1,40.98
58047,26131,11.29,88.71,0
58048,26269,4.03,55.65,40.32
58049,26284,18,69,13
58050,26327,15.94,42.75,41.3
58051,26345,18,82,0
58052,26425,21.82,78.18,0
58053,26571,6.73,54.81,38.46
58054,26584,5.68,64.77,29.55
58055,54665,12.62,87.38,0
58056,30749,9.38,90.62,0
58057,8538,20.29,79.71,0
58058,8599,14.56,85.44,0
58059,8704,14.78,31.3,53.91
58060,8726,15.38,38.46,46.15
58061,8767,12.5,87.5,0
58062,8883,4.13,60.33,35.54
58063,8969,4.05,50,45.95
58064,9047,6.82,93.18,0
58065,37781,9.68,90.32,0
58066,37858,14.44,85.56,0
58067,37989,4.05,50,45.95
58068,38005,33.33,66.67,0
58069,38043,16.3,30.37,53.33
58070,38051,11.76,88.24,0
58071,38170,12.61,87.39,0
58072,38220,4.44,68.89,26.67
58073,55530,6.59,93.41,0
58074,15455,17.74,82.26,0
58075,15524,22,78,0
58076,15595,15,85,0
58077,15746,7.63,92.37,0
58078,15773,33.02,66.98,0
58079,15808,23.36,76.64,0
58080,15907,5.04,43.7,51.26
58081,15975,12.04,87.96,0
58082,15584,3.23,64.52,32.26
58083,15655,7.95,92.05,0
58084,15739,15.58,84.42,0
58085,15782,12.26,52.83,34.91
58086,15806,29.91,70.09,0
58087,15910,5.88,47.06,47.06
58088,15931,10.67,89.33,0
58089,16114,7.59,59.49,32.91
58090,21489,10.61,89.39,0
58091,32054,7.27,92.73,0
58092,32215,5.38,58.46,36.15
58093,32271,8.64,91.36,0
58094,32301,28.83,71.17,0
58095,32340,40.26,59.74,0
58096,32354,14.29,85.71,0
58097,32502,14.89,85.11,0
58098,32536,18.84,81.16,0
58099,42416,4.29,52.14,43.57
58100,11737,9.88,90.12,0
58101,36054,9.17,90.83,0
58102,36094,49.4,50.6,0
58103,36119,23.81,76.19,0
58104,36137,12.12,87.88,0
58105,36224,10,90,0
58106,36419,5.6,59.2,35.2
58107,36489,3.03,60.61,36.36
58108,36578,3.19,52.13,44.68
58109,24218,13.16,86.84,0
58110,39342,9.73,90.27,0
58111,13390,13.16,86.84,0
58112,51575,2.29,48.09,49.62
58113,56306,14.86,85.14,0
58114,5353,25,75,0
58115,20203,13.48,86.52,0
58116,42845,14.29,85.71,0
58117,33556,15.56,84.44,0
58118,20474,10.23,89.77,0
58119,25199,6.36,93.64,0
58120,53554,7.06,92.94,0
58121,30990,11.86,88.14,0
58122,34413,13.98,86.02,0
58123,27995,6.67,93.33,0
58124,5367,11.54,88.46,0
58125,59215,15.56,84.44,0
58126,34516,8.26,91.74,0
58127,53089,13.64,86.36,0
58128,21051,25.45,74.55,0
58129,50842,12.5,87.5,0
58130,9350,17.24,82.76,0
58131,53354,19.18,80.82,0
58132,707,6.25,93.75,0
58133,26128,6.36,93.64,0
58134,42319,14.44,85.56,0
58135,42384,10.66,89.34,0
58136,42495,26.32,73.68,0
58137,42559,8.82,91.18,0
58138,42595,15.38,52.75,31.87
58139,42641,17.21,55.74,27.05
58140,42671,12.9,87.1,0
58141,42814,5.31,31.86,62.83
58142,45361,15.05,84.95,0
58143,18718,16.25,83.75,0
58144,5821,17.95,82.05,0
58145,49284,15,85,0
58146,26554,22.95,77.05,0
58147,20061,10.77,89.23,0
58148,18905,13.21,86.79,0
58149,42545,10.68,89.32,0
58150,42602,37.5,62.5,0
58151,42637,14.29,45.38,40.34
58152,42706,20.34,79.66,0
58153,42738,16.92,83.08,0
58154,42904,4.85,36.89,58.25
58155,42909,4.95,68.32,26.73
58156,43011,14.71,85.29,0
58157,28602,10.19,89.81,0
58158,12140,4.27,95.73,0
58159,59044,12.16,87.84,0
58160,9037,5.5,94.5,0
58161,43249,10.91,89.09,0
58162,36811,8.77,91.23,0
58163,36874,6.74,76.4,16.85
58164,36968,7.14,92.86,0
58165,37060,36.67,63.33,0
58166,37063,16.67,70.83,12.5
58167,37145,5.71,50.48,43.81
58168,37156,12.5,87.5,0
58169,37328,6.03,67.24,26.72
58170,18008,7.58,92.42,0
58171,13438,16.42,83.58,0
58172,573,6.78,93.22,0
58173,6574,17.39,82.61,0
58174,55442,6.09,93.91,0
58175,59472,11.29,88.71,0
58176,28675,19.4,80.6,0
58177,28794,7.34,92.66,0
58178,28926,2.97,70.3,26.73
58179,28932,4.17,77.78,18.06
58180,29039,20.22,50.56,29.21
58181,29051,34.41,65.59,0
58182,29162,6.54,55.14,38.32
58183,29226,10.59,89.41,0
58184,37986,4.51,40.6,54.89
58185,8585,5.19,51.95,42.86
58186,54733,15,85,0
58187,31256,13.59,86.41,0
58188,58454,19.12,80.88,0
58189,58548,17.24,82.76,0
58190,58632,5.5,66.97,27.52
58191,58665,22.64,77.36,0
58192,58725,25.37,74.63,0
58193,58743,17.65,82.35,0
58194,58770,26.92,73.08,0
58195,58892,5.66,44.34,50
58196,57974,15,85,0
58197,20163,6.25,93.75,0
58198,21151,6.42,93.58,0
58199,19807,15.05,84.95,0
58200,41808,2.5,59.17,38.33
58201,22416,8.25,91.75,0
58202,11609,16.67,83.33,0
58203,4553,8.85,91.15,0
58204,29204,7.04,92.96,0
58205,42762,7.23,92.77,0
58206,25653,6.74,47.19,46.07
58207,42106,6.86,93.14,0
58208,13603,9.57,90.43,0
58209,20919,14.12,85.88,0
58210,53581,15,85,0
58211,37193,7.25,92.75,0
58212,49607,5.45,65.45,29.09
58213,49625,8.97,64.1,26.92
58214,49798,4.61,49.34,46.05
58215,49817,27.87,72.13,0
58216,49850,11,35,54
58217,49869,10.84,89.16,0
58218,49977,14.77,85.23,0
58219,50037,9.09,90.91,0
58220,35707,17.28,82.72,0
58221,35744,8.2,67.21,24.59
58222,35837,11.76,88.24,0
58223,35899,3.17,86.51,10.32
58224,35993,4.8,82.4,12.8
58225,36089,45.68,54.32,0
58226,36120,23.96,76.04,0
58227,36132,3.79,77.27,18.94
58228,414,15.15,84.85,0
58229,46647,13.1,86.9,0
58230,9691,11.32,88.68,0
58231,41914,10,90,0
58232,35017,18.18,81.82,0
58233,1782,6.31,93.69,0
58234,43402,12.39,87.61,0
58235,7706,20.27,79.73,0
58236,7645,9.47,90.53,0
58237,27985,5.36,94.64,0
58238,38085,10.14,89.86,0
58239,345,2.8,47.66,49.53
58240,9080,9.09,90.91,0
58241,9129,6.9,93.1,0
58242,53417,5.26,40,54.74
58243,28262,5.77,33.65,60.58
58244,28088,12.5,87.5,0
58245,54718,6.78,93.22,0
58246,46464,13.4,86.6,0
58247,21221,11.21,88.79,0
58248,8427,9.33,90.67,0
58249,9309,9.73,90.27,0
58250,47505,12.24,87.76,0
58251,47615,2.68,61.07,36.24
58252,47629,53.62,46.38,0
58253,47644,44.62,55.38,0
58254,47733,5.71,94.29,0
58255,47761,6.67,63.33,30
58256,47878,10.48,89.52,0
58257,47999,8.74,91.26,0
58258,29503,9.47,90.53,0
58259,51211,12.07,87.93,0
58260,16465,4.76,95.24,0
58261,46748,18.46,81.54,0
58262,59005,13.1,86.9,0
58263,59071,14.29,85.71,0
58264,59133,13.86,31.68,54.46
58265,59145,30.16,69.84,0
58266,59237,5.79,42.15,52.07
58267,59344,4.13,70.25,25.62
58268,59359,12.61,87.39,0
58269,59483,6.94,93.06,0
58270,37126,11.65,88.35,0
58271,13102,6.84,93.16,0
58272,42375,8.47,91.53,0
58273,41371,16.18,83.82,0
58274,41438,6.14,85.09,8.77
58275,41584,7.96,92.04,0
58276,41692,3.81,54.29,41.9
58277,41697,12.5,65,22.5
58278,41719,18.42,62.28,19.3
58279,41801,4.88,59.76,35.37
58280,41867,9.71,90.29,0
58281,146,8.26,91.74,0
58282,27551,3.55,51.77,44.68
58283,14022,15.87,84.13,0
58284,40630,5.22,94.78,0
58285,25390,4.42,62.83,32.74
58286,49070,6.74,93.26,0
58287,25516,2.65,68.14,29.2
58288,7852,11.67,88.33,0
58289,47531,5.88,60.78,33.33
58290,18857,4,42.4,53.6
58291,28512,22.39,77.61,0
58292,15093,17.86,82.14,0
58293,14165,5.66,94.34,0
58294,9534,19.3,80.7,0
58295,14528,11,89,0
58296,56619,9.8,90.2,0
58297,12946,6.1,93.9,0
58298,43542,9.3,90.7,0
58299,13992,7.02,92.98,0
58300,19638,7.14,92.86,0
58301,19751,5.71,94.29,0
58302,19827,8.25,91.75,0
58303,19891,61.64,38.36,0
58304,19922,17.89,21.14,60.98
58305,19947,14.29,85.71,0
58306,20078,7.69,92.31,0
58307,20187,5,47.5,47.5
58308,3509,6.38,93.62,0
58309,36365,6.38,93.62,0
58310,1065,7.14,92.86,0
58311,29090,12.66,87.34,0
58312,41871,28.3,71.7,0
58313,58410,12.71,87.29,0
58314,47293,14.29,85.71,0
58315,30056,7.45,92.55,0
58316,11370,10,90,0
58317,19679,9.3,90.7,0
58318,52046,17.65,82.35,0
58319,34343,13.64,86.36,0
58320,30503,4.27,95.73,0
58321,20970,4.76,95.24,0
58322,54535,9.09,48.05,42.86
58323,21418,3.15,59.84,37.01
58324,45892,11.94,88.06,0
58325,40672,6.12,50,43.88
58326,8561,10.74,89.26,0
58327,8659,11.29,88.71,0
58328,8697,25.81,74.19,0
58329,8713,40.2,59.8,0
58330,8753,9.68,90.32,0
58331,8823,21.67,78.33,0
58332,8903,6.06,68.69,25.25
58333,9052,4.39,95.61,0
58334,57614,10.43,89.57,0
58335,32190,8.16,91.84,0
58336,5352,9.09,90.91,0
58337,25796,20.37,79.63,0
58338,35853,11.11,88.89,0
58339,35966,20,80,0
58340,35992,3.82,83.97,12.21
58341,36088,40.58,59.42,0
58342,36121,29.17,70.83,0
58343,36207,3.42,47.26,49.32
58344,36267,11.63,88.37,0
58345,36366,11.63,88.37,0
58346,19669,6.03,93.97,0
58347,42457,11.84,88.16,0
58348,11993,2.04,46.94,51.02
58349,23660,7.92,92.08,0
58350,23747,6.06,36.36,57.58
58351,23780,16.87,83.13,0
58352,23835,6.59,79.12,14.29
58353,23941,9.76,90.24,0
58354,24046,11.24,25.84,62.92
58355,24073,9,32,59
58356,24074,7.14,72.86,20
58357,53248,2.54,50,47.46
58358,50443,14.89,85.11,0
58359,56906,13.58,86.42,0
58360,30475,12.86,87.14,0
58361,59209,4.95,95.05,0
58362,4678,11.76,88.24,0
58363,9573,9.89,90.11,0
58364,690,12.79,87.21,0
58365,18014,7.44,92.56,0
58366,56410,12.73,87.27,0
58367,20319,11.49,88.51,0
58368,51765,12.84,87.16,0
58369,27356,17.33,82.67,0
58370,47117,5.95,94.05,0
58371,47151,26.92,47.44,25.64
58372,47194,13.33,52.5,34.17
58373,47197,4.63,75,20.37
58374,47298,11.94,88.06,0
58375,47453,5.66,49.06,45.28
58376,47491,23.81,76.19,0
58377,47582,7.84,92.16,0
58378,14814,17.5,82.5,0
58379,4645,8.2,91.8,0
58380,7985,7.89,92.11,0
58381,19974,17.19,82.81,0
58382,12074,15.96,84.04,0
58383,11612,10.81,89.19,0
58384,51911,9.41,90.59,0
58385,48310,6.06,93.94,0
58386,48444,5.66,35.85,58.49
58387,48512,13.04,86.96,0
58388,48539,37.5,62.5,0
58389,48556,16.52,23.48,60
58390,48633,5.93,51.69,42.37
58391,48647,18.42,81.58,0
58392,48721,7.29,67.71,25
58393,31211,17.19,82.81,0
58394,38994,15.05,84.95,0
58395,39108,18.46,81.54,0
58396,39155,15.79,84.21,0
58397,39220,5,77.5,17.5
58398,39314,14.77,85.23,0
58399,39396,15.93,30.09,53.98
58400,39400,10.39,51.95,37.66
58401,39417,7.5,66.25,26.25
58402,10503,11.3,88.7,0
58403,27910,12.24,87.76,0
58404,22625,4.41,63.24,32.35
58405,1442,20.83,79.17,0
58406,19056,12.75,87.25,0
58407,31281,10.48,89.52,0
58408,12612,23.33,76.67,0
58409,8458,9.91,90.09,0
58410,18854,3.45,68.97,27.59
58411,4751,8.57,91.43,0
58412,4854,10.2,89.8,0
58413,4949,7.53,40.86,51.61
58414,4953,9.72,75,15.28
58415,5050,32.26,45.16,22.58
58416,5095,7.46,50.75,41.79
58417,5109,11.71,88.29,0
58418,5202,10.09,89.91,0
58419,31693,15.09,84.91,0
58420,20210,10.66,89.34,0
58421,37153,7.07,92.93,0
58422,37312,9.28,90.72,0
58423,37419,3.62,53.62,42.75
58424,37487,20.34,79.66,0
58425,37515,20,58.75,21.25
58426,37558,40.43,59.57,0
58427,37659,5.41,54.05,40.54
58428,37730,9.24,90.76,0
58429,44282,11.63,88.37,0
58430,1625,8.18,91.82,0
58431,6538,15,85,0
58432,16270,11.27,88.73,0
58433,383,12.22,87.78,0
58434,8459,10.47,89.53,0
58435,46459,17.07,82.93,0
58436,29375,18.87,81.13,0
58437,4257,13.25,86.75,0
58438,2926,10.09,89.91,0
58439,25220,3.76,42.11,54.14
58440,31987,14.02,85.98,0
58441,22707,10.34,89.66,0
58442,29455,11.63,88.37,0
58443,34350,9.35,90.65,0
58444,9141,6.54,31.78,61.68
58445,27509,7.14,92.86,0
58446,27589,22.58,77.42,0
58447,27641,40.43,59.57,0
58448,27663,24.62,55.38,20
58449,27704,7.02,92.98,0
58450,27860,5.41,35.14,59.46
58451,27950,3.7,36.11,60.19
58452,28014,12.33,87.67,0
58453,28276,10.48,89.52,0
58454,30940,15.58,84.42,0
58455,20086,3.88,52.71,43.41
58456,16658,5.21,94.79,0
58457,13347,14.49,85.51,0
58458,13454,2.14,45,52.86
58459,13471,44.55,55.45,0
58460,13502,38.79,61.21,0
58461,13527,11.36,88.64,0
58462,13640,15.96,84.04,0
58463,13682,9.68,90.32,0
58464,13751,5.98,94.02,0
58465,55498,5.36,94.64,0
58466,11811,9.48,90.52,0
58467,12924,9.8,90.2,0
58468,48713,3.64,67.27,29.09
58469,37734,2.42,37.1,60.48
58470,48926,2.44,42.28,55.28
58471,8968,11.11,88.89,0
58472,37733,6.9,47.13,45.98
58473,34355,8.08,91.92,0
58474,9708,14.63,85.37,0
58475,59379,11.3,88.7,0
58476,19771,12.66,87.34,0
58477,45606,12.37,87.63,0
58478,39951,21.05,78.95,0
58479,20458,21.31,78.69,0
58480,1636,25,75,0
58481,39213,3.2,60.8,36
58482,33056,8.55,91.45,0
58483,23462,6.58,93.42,0
58484,23542,13.7,46.58,39.73
58485,23585,9.8,51.96,38.24
58486,23637,16.67,83.33,0
58487,23696,6.82,93.18,0
58488,23807,8.2,91.8,0
58489,23910,7.02,92.98,0
58490,23990,7.25,92.75,0
58491,38784,21.88,78.12,0
58492,30743,10.31,89.69,0
58493,40990,9.38,90.62,0
58494,23729,6.67,93.33,0
58495,23756,17.33,82.67,0
58496,23898,24.14,75.86,0
58497,23920,3.17,76.19,20.63
58498,24041,38.55,61.45,0
58499,24067,16.5,56.31,27.18
58500,24077,9.46,75.68,14.86
58501,24166,12.77,87.23,0
58502,16208,6.45,55.91,37.63
58503,23891,11.67,88.33,0
58504,39445,6.32,93.68,0
58505,22897,5.83,65.83,28.33
58506,58646,10.62,89.38,0
58507,11704,18.18,81.82,0
58508,30345,5,65,30
58509,39692,7.04,92.96,0
58510,9609,15.05,84.95,0
58511,58106,6.25,48.96,44.79
58512,6327,12.73,87.27,0
58513,37292,13.46,86.54,0
58514,47353,9.32,90.68,0
58515,47452,5.08,63.56,31.36
58516,47533,3.9,44.16,51.95
58517,47574,15,85,0
58518,47620,36,64,0
58519,47647,40.82,59.18,0
58520,47755,2.52,52.2,45.28
58521,47763,12.09,87.91,0
58522,5142,22.39,77.61,0
58523,22844,13.64,86.36,0
58524,44802,3.28,68.85,27.87
58525,44815,21.35,57.3,21.35
58526,44851,18.45,81.55,0
58527,44871,6.17,72.84,20.99
58528,44951,7.78,62.22,30
58529,45129,2.59,52.59,44.83
58530,45134,21.05,78.95,0
58531,45288,10.92,89.08,0
58532,27434,11.67,88.33,0
58533,27527,25,75,0
58534,27587,6.06,93.94,0
58535,27658,13.58,48.15,38.27
58536,27676,32.32,67.68,0
58537,27688,5.56,72.22,22.22
58538,27850,6.19,36.28,57.52
58539,27870,16.18,83.82,0
58540,17516,12.77,87.23,0
58541,715,9.47,90.53,0
58542,4648,11.39,88.61,0
58543,46078,5.43,94.57,0
58544,13402,12.24,87.76,0
58545,40574,17.14,82.86,0
58546,10292,11.76,88.24,0
58547,12057,9.24,90.76,0
58548,22317,15.48,84.52,0
58549,11967,8.24,91.76,0
58550,22334,5.49,49.45,45.05
58551,37431,11.11,88.89,0
58552,38340,13.27,86.73,0
58553,47898,11.76,88.24,0
58554,48014,2.46,44.26,53.28
58555,48019,3.37,83.15,13.48
58556,48097,45.07,54.93,0
58557,48117,34.09,65.91,0
58558,48190,13.1,86.9,0
58559,48214,4.84,75.81,19.35
58560,48297,6.73,66.35,26.92
58561,41840,10.42,89.58,0
58562,57645,14.29,85.71,0
58563,49152,10.99,89.01,0
58564,18593,16.05,83.95,0
58565,20526,7.76,92.24,0
58566,42694,7.22,92.78,0
58567,46666,7.25,92.75,0
58568,1035,10.71,89.29,0
58569,6701,6.25,93.75,0
58570,16294,7.5,52.5,40
58571,8094,12.96,87.04,0
58572,39305,2.34,66.41,31.25
58573,19141,6.33,93.67,0
58574,44276,16.47,83.53,0
58575,41375,5.83,94.17,0
58576,11540,6.41,50,43.59
58577,51469,8.47,91.53,0
58578,14717,5.94,94.06,0
58579,14826,11.88,88.12,0
58580,14854,11.39,59.49,29.11
58581,14896,41.67,58.33,0
58582,14994,3.17,51.59,45.24
58583,15053,7.14,92.86,0
58584,15075,8.85,91.15,0
58585,15190,11.43,88.57,0
58586,39757,9.09,90.91,0
58587,39816,7.03,50.78,42.19
58588,39828,37.04,62.96,0
58589,39914,17.02,82.98,0
58590,39958,19.23,80.77,0
58591,40078,20,80,0
58592,40165,6.19,93.81,0
58593,40213,11.93,88.07,0
58594,33520,18.97,81.03,0
58595,11878,9.4,90.6,0
58596,48589,26.32,73.68,0
58597,50182,4,36,60
58598,34947,5.45,94.55,0
58599,45074,13.33,86.67,0
58600,29364,13.04,86.96,0
58601,52470,12.79,87.21,0
58602,37257,10.53,89.47,0
58603,18257,11.65,88.35,0
58604,45425,3.87,49.68,46.45
58605,37115,14.29,85.71,0
58606,43546,2.76,55.17,42.07
58607,25025,18.87,81.13,0
58608,2865,6.6,93.4,0
58609,42400,6.12,93.88,0
58610,46133,9.17,90.83,0
58611,34541,7.69,92.31,0
58612,54345,4.63,95.37,0
58613,19867,4.31,73.28,22.41
58614,32560,16.46,83.54,0
58615,4738,15.49,84.51,0
58616,56499,15.46,84.54,0
58617,40131,17.05,82.95,0
58618,16575,2.03,60.14,37.84
58619,50567,25.49,74.51,0
58620,6759,16.67,83.33,0
58621,18888,22.41,77.59,0
58622,25252,16.67,83.33,0
58623,52698,14.56,85.44,0
58624,40037,13.79,86.21,0
58625,25248,7.44,92.56,0
58626,19303,22.64,77.36,0
58627,7201,8.91,91.09,0
58628,7284,13.46,28.85,57.69
58629,7294,22.06,77.94,0
58630,7397,4.17,59.17,36.67
58631,7400,7.06,62.35,30.59
58632,7552,12.62,87.38,0
58633,7631,7.14,92.86,0
58634,7715,17.81,82.19,0
58635,26018,7.29,92.71,0
58636,26348,6.45,93.55,0
58637,17765,15.25,84.75,0
58638,22950,13.86,86.14,0
58639,13433,11.11,88.89,0
58640,13483,14.81,33.33,51.85
58641,13497,52.54,47.46,0
58642,13563,13.33,86.67,0
58643,13608,11.24,88.76,0
58644,13665,5.71,60,34.29
58645,13754,11.97,88.03,0
58646,13835,3.51,70.18,26.32
58647,19366,11.67,88.33,0
58648,4985,11.57,88.43,0
58649,37841,7.69,92.31,0
58650,10339,10.42,89.58,0
58651,1317,14.89,85.11,0
58652,15827,9.89,90.11,0
58653,53857,20,80,0
58654,49441,12.61,87.39,0
58655,11062,4.96,42.55,52.48
58656,9345,7.84,92.16,0
58657,30224,11.11,88.89,0
58658,23506,5.56,94.44,0
58659,26890,4.9,95.1,0
58660,30902,22.58,77.42,0
58661,31054,4.35,59.42,36.23
58662,31080,4.67,95.33,0
58663,31208,13.43,86.57,0
58664,31287,20.83,79.17,0
58665,31323,30.3,69.7,0
58666,31336,14.05,66.94,19.01
58667,31392,12.75,87.25,0
58668,26975,11.21,88.79,0
58669,40428,9.76,90.24,0
58670,36888,13.7,86.3,0
58671,51088,7.45,32.98,59.57
58672,41791,7.62,92.38,0
58673,41812,7.07,82.83,10.1
58674,41958,7.69,46.15,46.15
58675,41989,7,93,0
58676,42045,5.36,94.64,0
58677,42138,39.25,60.75,0
58678,42160,27.52,72.48,0
58679,42181,8.16,91.84,0
58680,57945,12.28,87.72,0
58681,55331,12.2,87.8,0
58682,27692,18.29,81.71,0
58683,44005,8.74,91.26,0
58684,39994,5.71,70.48,23.81
58685,12063,10.71,89.29,0
58686,38094,23.44,76.56,0
58687,46761,11.84,88.16,0
58688,19654,19.48,80.52,0
58689,35936,8.99,91.01,0
58690,36000,14.29,85.71,0
58691,36080,30.69,69.31,0
58692,36103,10.98,71.95,17.07
58693,36209,5,66.67,28.33
58694,36248,13.46,86.54,0
58695,36388,9.09,90.91,0
58696,36426,13.33,86.67,0
58697,27014,11.02,88.98,0
58698,13821,4.17,58.33,37.5
58699,42702,11.32,88.68,0
58700,31648,12.66,87.34,0
58701,56204,2.61,45.22,52.17
58702,14415,22.64,77.36,0
58703,44917,20.29,79.71,0
58704,40357,9.09,90.91,0
58705,46421,3.12,67.97,28.91
58706,15575,8.62,91.38,0
58707,36008,15.62,84.38,0
58708,41514,2.61,53.59,43.79
58709,41583,6.25,93.75,0
58710,41666,7.35,92.65,0
58711,41715,14.49,31.16,54.35
58712,41730,40.38,59.62,0
58713,41752,5.88,94.12,0
58714,41873,7.5,92.5,0
58715,41901,9.33,90.67,0
58716,11795,10,90,0
58717,10057,12.12,87.88,0
58718,49580,14.94,85.06,0
58719,15977,10.29,89.71,0
58720,54568,13.51,86.49,0
58721,27909,5.43,94.57,0
58722,53969,13.98,86.02,0
58723,47236,10.78,89.22,0
58724,30916,15.66,84.34,0
58725,35688,16.67,83.33,0
58726,33173,6.52,93.48,0
58727,23738,3.25,53.66,43.09
58728,29492,10,90,0
58729,29546,14.62,50,35.38
58730,29565,49.12,50.88,0
58731,29618,6.1,93.9,0
58732,29676,26.32,73.68,0
58733,29829,2.94,44.12,52.94
58734,29908,4.76,95.24,0
58735,29981,7.46,92.54,0
58736,14734,10.17,89.83,0
58737,1003,6.67,93.33,0
58738,52568,14.29,85.71,0
58739,18189,5.26,94.74,0
58740,18828,8.51,91.49,0
58741,39266,18.75,81.25,0
58742,49677,5.83,94.17,0
58743,28907,6.41,93.59,0
58744,7005,4.35,95.65,0
58745,7028,6.67,93.33,0
58746,7159,13.33,86.67,0
58747,7249,17.65,82.35,0
58748,7268,41.51,58.49,0
58749,7288,9.43,79.25,11.32
58750,7333,8.43,91.57,0
58751,7404,8.82,64.71,26.47
58752,35419,17.95,82.05,0
58753,16689,7.5,92.5,0
58754,20021,11.3,88.7,0
58755,28962,10,90,0
58756,21388,10.53,89.47,0
58757,4886,8.33,91.67,0
58758,52899,14.1,85.9,0
58759,11058,13.58,86.42,0
58760,21841,5.26,94.74,0
58761,33581,21.82,78.18,0
58762,25639,13.7,86.3,0
58763,117,10.81,89.19,0
58764,7170,12.38,87.62,0
58765,25613,15.38,84.62,0
58766,28783,11.7,88.3,0
58767,4296,14.86,85.14,0
58768,5194,6,94,0
58769,5281,17.74,82.26,0
58770,5349,13.33,86.67,0
58771,5393,6.8,93.2,0
58772,5480,55.13,44.87,0
58773,5488,13.43,55.22,31.34
58774,5561,12.4,87.6,0
58775,5653,4.72,41.51,53.77
58776,23042,16.25,83.75,0
58777,15566,6.74,93.26,0
58778,22081,6.09,93.91,0
58779,49725,10.34,89.66,0
58780,9291,7.45,92.55,0
58781,29857,12,88,0
58782,52143,8.4,91.6,0
58783,57458,5.77,94.23,0
58784,32177,14.94,85.06,0
58785,22715,9.57,90.43,0
58786,52413,5.61,94.39,0
58787,46441,12.5,87.5,0
58788,42026,4.23,61.27,34.51
58789,3838,11.97,88.03,0
58790,34880,20.34,79.66,0
58791,8329,8.16,91.84,0
58792,34449,13.04,86.96,0
58793,34560,4.62,52.31,43.08
58794,34590,9.18,41.84,48.98
58795,34614,43.88,56.12,0
58796,34673,10.53,89.47,0
58797,34784,4.08,41.84,54.08
58798,34889,3.2,39.2,57.6
58799,34950,18.75,81.25,0
58800,1978,19.23,80.77,0
58801,41751,22.95,77.05,0
58802,41887,2.22,43.7,54.07
58803,41937,6.85,93.15,0
58804,42017,15.58,84.42,0
58805,42098,15.94,84.06,0
58806,42146,25.64,35.9,38.46
58807,42161,19.23,80.77,0
58808,42274,4.55,57.95,37.5
58809,20594,9.09,90.91,0
58810,28900,9.71,90.29,0
58811,28945,11.69,88.31,0
58812,29012,10.19,64.81,25
58813,29060,32.89,67.11,0
58814,29158,3.91,63.28,32.81
58815,29184,19.3,80.7,0
58816,29272,24.53,75.47,0
58817,29414,19.23,80.77,0
58818,12861,9.8,90.2,0
58819,53361,11.84,88.16,0
58820,59288,8.18,91.82,0
58821,5820,10.31,89.69,0
58822,30819,7.46,92.54,0
58823,25511,4.8,64.8,30.4
58824,2935,17.07,82.93,0
58825,2994,8.11,91.89,0
58826,3055,17.14,82.86,0
58827,3142,8.89,91.11,0
58828,3206,44.44,55.56,0
58829,3217,22.11,77.89,0
58830,3231,3.74,80.37,15.89
58831,3405,5.88,50.59,43.53
58832,48047,10.53,89.47,0
58833,19485,21.13,78.87,0
58834,7202,12,88,0
58835,56726,19.18,80.82,0
58836,56125,16.48,83.52,0
58837,40125,13.75,86.25,0
58838,51472,12.77,87.23,0
58839,57223,1.92,52.56,45.51
58840,37804,14.58,85.42,0
58841,37905,4.84,50,45.16
58842,37922,3.23,74.19,22.58
58843,38010,44.74,55.26,0
58844,38039,22,40,38
58845,38068,16.85,83.15,0
58846,38158,8.82,91.18,0
58847,38291,18.31,81.69,0
58848,57336,7.87,92.13,0
58849,12436,6.8,30.1,63.11
58850,28622,7.69,92.31,0
58851,46610,10.42,89.58,0
58852,58132,10.57,89.43,0
58853,41054,20.34,79.66,0
58854,57933,4.46,95.54,0
58855,59177,17.33,82.67,0
58856,40580,8.33,91.67,0
58857,37754,5.75,94.25,0
58858,54083,10,90,0
58859,19363,8.33,91.67,0
58860,40976,15.71,84.29,0
58861,6515,12.71,87.29,0
58862,33178,27.78,72.22,0
58863,30299,12.17,87.83,0
58864,30403,8.33,91.67,0
58865,30446,9.45,42.52,48.03
58866,30460,24.59,75.41,0
58867,30551,4.14,52.41,43.45
58868,30632,2.4,66.4,31.2
58869,30699,6.03,46.55,47.41
58870,30708,11.43,88.57,0
58871,37891,7.84,92.16,0
58872,26116,5.26,94.74,0
58873,12645,1.99,50.33,47.68
58874,46643,4.59,95.41,0
58875,56270,9.43,90.57,0
58876,43540,11.76,88.24,0
58877,19705,6.78,93.22,0
58878,52184,4.88,53.66,41.46
58879,57514,2.33,64.34,33.33
58880,55371,14.63,85.37,0
58881,56357,9.76,90.24,0
58882,57620,9.17,90.83,0
58883,26350,13.89,86.11,0
