,crime_id,time_of_incident,loc_id,crime_type,victim_gender
58777,C642783,5/8/18 18:00,KiRu26026,sexual_assault,F
58778,C642784,5/8/18 20:00,SoRu35557,harassment,F
58779,C642789,5/8/18 20:00,SoRu38722,harassment,M
58780,C642792,5/8/18 21:00,SoRu36059,sexual_assault,M
58781,C642793,5/8/18 23:00,KiZu30880,harassment,F
58782,C642795,5/9/18 4:00,HaRu20099,sexual_assault,F
58783,C642814,5/9/18 4:00,AkRu04672,public_intoxication,F
58784,C642854,5/9/18 7:00,AkRu05388,theft,F
58785,C642862,5/9/18 7:00,HaRu20538,vandalism,C
58786,C642875,5/9/18 9:00,SoRu38610,public_intoxication,C
58787,C642885,5/9/18 10:00,AmAb09338,theft,C
58788,C642889,5/9/18 13:00,SoRu37750,harassment,F
58789,C642895,5/9/18 14:00,SoRu36298,severe_assault,F
58790,C642896,5/9/18 15:00,KiRu27220,theft,M
58791,C642909,5/9/18 16:00,SoRu35817,public_intoxication,F
58792,C642932,5/9/18 18:00,KiRu28380,harassment,F
58793,C642941,5/9/18 19:00,SoRu39080,sexual_assault,C
58794,C642975,5/9/18 21:00,KiRu25801,murder,F
58795,C643006,5/9/18 22:00,AkRu05654,sexual_assault,F
58796,C643009,5/9/18 22:00,AkRu08200,murder,F
58797,C643019,5/9/18 22:00,KiAm22378,public_intoxication,F
58798,C643025,5/10/18 4:00,AkRu08846,public_intoxication,F
58799,C643031,5/10/18 5:00,KiRu27769,harassment,F
58800,C643037,5/10/18 5:00,AkRu05383,harassment,F
58801,C643066,5/10/18 7:00,AkRu05708,sexual_assault,F
58802,C643081,5/10/18 8:00,SoRu37328,public_intoxication,M
58803,C643085,5/10/18 8:00,AkRu05266,theft,F
58804,C643086,5/10/18 8:00,AmAb09279,public_intoxication,M
58805,C643127,5/10/18 9:00,AmBe11100,harassment,F
58806,C643146,5/10/18 11:00,AkRu03217,sexual_assault,F
58807,C643156,5/10/18 19:00,AkRu05842,sexual_assault,C
58808,C643184,5/10/18 20:00,KiRu30375,public_intoxication,F
58809,C643187,5/10/18 20:00,AkRu07107,vandalism,C
58810,C643200,5/10/18 21:00,AkRu04333,sexual_assault,C
58811,C643202,5/10/18 22:00,AmAs10894,harassment,M
58812,C643213,5/10/18 22:00,AkRu08153,theft,F
58813,C643216,5/10/18 22:00,AkRu06047,harassment,F
58814,C643232,5/10/18 22:00,KiRu27175,harassment,F
58815,C643243,5/10/18 22:00,HaRu19554,theft,C
58816,C643244,5/10/18 22:00,HaRu19799,sexual_assault,M
58817,C643250,5/11/18 4:00,HaRu17226,severe_assault,M
58818,C643252,5/11/18 7:00,KiRu25650,sexual_assault,F
58819,C643256,5/11/18 7:00,KiZu31371,theft,C
58820,C643260,5/11/18 8:00,SoRu35111,harassment,F
58821,C643268,5/11/18 10:00,AkLu02621,sexual_assault,F
58822,C643273,5/11/18 10:00,SoKo33296,harassment,F
58823,C643275,5/11/18 11:00,AmRu14805,harassment,M
58824,C643289,5/11/18 11:00,SoMa33866,sexual_assault,F
58825,C643301,5/11/18 12:00,KiRu29575,public_intoxication,M
58826,C643303,5/11/18 13:00,KiRu26155,harassment,F
58827,C643323,5/11/18 13:00,AkRu03889,theft,F
58828,C643330,5/11/18 14:00,AkRu07379,severe_assault,F
58829,C643332,5/11/18 16:00,KiRu27873,severe_assault,M
58830,C643339,5/11/18 16:00,AkRu03433,theft,F
58831,C643341,5/11/18 16:00,AkRu03559,theft,C
58832,C643344,5/11/18 17:00,SoRu35557,harassment,F
58833,C643371,5/11/18 17:00,SoRu35141,public_intoxication,F
58834,C643424,5/11/18 17:00,AkRu07662,public_intoxication,F
58835,C643445,5/11/18 18:00,AmBe11097,sexual_assault,C
58836,C643456,5/11/18 18:00,AmBe11100,sexual_assault,F
58837,C643470,5/11/18 19:00,KiZu31296,theft,F
58838,C643479,5/11/18 19:00,AkRu04125,harassment,F
58839,C643487,5/11/18 19:00,SoBa31694,harassment,F
58840,C643496,5/11/18 19:00,KiRu29023,harassment,M
58841,C643498,5/11/18 20:00,AkRu06700,harassment,F
58842,C643512,5/11/18 20:00,AkRu04497,severe_assault,F
58843,C643533,5/11/18 21:00,AkRu06310,sexual_assault,F
58844,C643537,5/11/18 22:00,AmAs10655,harassment,F
58845,C643541,5/11/18 22:00,KiMr24662,theft,F
58846,C643543,5/11/18 22:00,KiZu30972,murder,F
58847,C643549,5/11/18 23:00,AmPw12648,severe_assault,M
58848,C643585,5/11/18 23:00,AmBe11275,harassment,M
58849,C643599,5/12/18 4:00,SoRu38124,vandalism,F
58850,C643620,5/12/18 6:00,HaRu17992,sexual_assault,F
58851,C643642,5/12/18 8:00,AkRu08297,theft,F
58852,C643646,5/12/18 9:00,KiRu25965,public_intoxication,F
58853,C643647,5/12/18 9:00,AkRu04884,public_intoxication,F
58854,C643653,5/12/18 10:00,SoRu36308,harassment,M
58855,C643659,5/12/18 10:00,SoRu35809,theft,F
58856,C643681,5/12/18 11:00,KiZu31330,harassment,C
58857,C643685,5/12/18 11:00,HaRu17241,vandalism,C
58858,C643696,5/12/18 12:00,SoRu35225,harassment,F
58859,C643701,5/12/18 14:00,SoRu35458,vandalism,M
58860,C643724,5/12/18 15:00,AkRu05476,severe_assault,F
58861,C643732,5/12/18 16:00,SoRu36729,sexual_assault,C
58862,C643767,5/12/18 17:00,AmRu14313,vandalism,M
58863,C643770,5/12/18 18:00,KiRu29075,sexual_assault,M
58864,C643790,5/12/18 18:00,KiRu28994,sexual_assault,M
58865,C643800,5/12/18 19:00,HaRu17343,theft,M
58866,C643816,5/12/18 19:00,KiZu30972,theft,F
58867,C643820,5/12/18 21:00,SoRu38344,public_intoxication,F
58868,C643821,5/12/18 21:00,HaRu17230,sexual_assault,M
58869,C643853,5/12/18 22:00,SoRu35034,severe_assault,F
58870,C643860,5/12/18 22:00,AkRu08040,murder,C
58871,C643868,5/12/18 23:00,SoRu36782,severe_assault,F
58872,C643893,5/12/18 23:00,AmRu14177,vandalism,M
58873,C643896,5/13/18 5:00,AkLu02192,theft,F
58874,C643898,5/13/18 6:00,SoRu38534,sexual_assault,M
58875,C643906,5/13/18 8:00,AmRu15209,severe_assault,M
58876,C643953,5/13/18 15:00,AmRu12831,harassment,M
58877,C643957,5/13/18 16:00,AkRu06964,vandalism,M
58878,C643959,5/13/18 17:00,KiZu31330,harassment,F
58879,C643967,5/13/18 18:00,SoRu37717,theft,F
58880,C643968,5/13/18 19:00,AmRu14948,severe_assault,M
58881,C643976,5/13/18 19:00,KiRu27262,harassment,M
58882,C643983,5/13/18 20:00,SoRu35008,severe_assault,M
58883,C643987,5/13/18 20:00,KiRu25276,public_intoxication,F
58884,C643989,5/13/18 22:00,SoRu36203,public_intoxication,M
58885,C643994,5/14/18 4:00,KiZu31191,theft,F
58886,C644010,5/14/18 7:00,SoRu35557,public_intoxication,F
58887,C644030,5/14/18 8:00,AmPw12673,sexual_assault,F
58888,C644035,5/14/18 11:00,AkRu02708,theft,F
58889,C644036,5/14/18 11:00,AmAs10089,murder,C
58890,C644038,5/14/18 12:00,AmAb09253,sexual_assault,F
58891,C644040,5/14/18 15:00,KiRu27938,harassment,F
58892,C644041,5/14/18 16:00,AmAs10504,harassment,M
58893,C644059,5/14/18 20:00,AmDa12149,harassment,M
58894,C644064,5/14/18 20:00,AkRu05370,murder,F
58895,C644099,5/14/18 22:00,KiMr24425,harassment,F
58896,C644104,5/14/18 22:00,AkLu01966,theft,C
58897,C644109,5/14/18 23:00,AmDa12068,severe_assault,M
58898,C644135,5/14/18 23:00,AmRu14465,theft,M
58899,C644141,5/15/18 4:00,AmRu13394,severe_assault,M
58900,C644160,5/15/18 4:00,AkRu06842,murder,F
58901,C644209,5/15/18 5:00,KiRu28609,murder,F
58902,C644219,5/15/18 7:00,HaDj16748,harassment,F
58903,C644220,5/15/18 8:00,AmAm09673,vandalism,M
58904,C644233,5/15/18 13:00,SoRu35475,harassment,F
58905,C644235,5/15/18 17:00,KiRu29214,harassment,M
58906,C644251,5/15/18 18:00,AkKi01265,theft,F
58907,C644273,5/15/18 19:00,AkLu01605,harassment,F
58908,C644276,5/15/18 19:00,KiZu31294,sexual_assault,F
58909,C644278,5/15/18 22:00,KiIs23820,sexual_assault,F
58910,C644290,5/15/18 22:00,KiRu26522,severe_assault,M
58911,C644295,5/15/18 22:00,AmDa12087,vandalism,F
58912,C644302,5/16/18 5:00,AkRu08170,murder,F
58913,C644304,5/16/18 6:00,AkRu08337,sexual_assault,F
58914,C644340,5/16/18 9:00,HaRu20099,severe_assault,F
58915,C644366,5/16/18 13:00,KiRu26639,public_intoxication,C
58916,C644425,5/16/18 14:00,AkRu03816,harassment,F
58917,C644434,5/16/18 14:00,AkRu07229,murder,F
58918,C644445,5/16/18 16:00,AkRu08403,harassment,F
58919,C644472,5/16/18 20:00,KiRu27110,sexual_assault,F
58920,C644475,5/16/18 21:00,KiRu28269,harassment,F
58921,C644481,5/16/18 21:00,KiRu27776,sexual_assault,F
58922,C644515,5/16/18 22:00,SoRu35235,harassment,F
58923,C644544,5/16/18 22:00,SoRu38918,harassment,F
58924,C644567,5/16/18 22:00,SoMa33713,public_intoxication,M
58925,C644568,5/16/18 23:00,AkRu05729,harassment,C
58926,C644576,5/17/18 4:00,KiRu28278,vandalism,F
58927,C644599,5/17/18 4:00,HaRu20776,public_intoxication,F
58928,C644629,5/17/18 5:00,AkRu03504,vandalism,M
58929,C644655,5/17/18 5:00,AkRu05974,theft,F
58930,C644657,5/17/18 6:00,KiRu28306,murder,F
58931,C644665,5/17/18 7:00,KiRu30601,sexual_assault,F
58932,C644670,5/17/18 9:00,SoRu34714,public_intoxication,F
58933,C644678,5/17/18 9:00,KiZu31037,sexual_assault,F
58934,C644688,5/17/18 10:00,HaRu18793,public_intoxication,F
58935,C644690,5/17/18 11:00,AmDa11957,public_intoxication,F
58936,C644704,5/17/18 11:00,KiRu25954,sexual_assault,F
58937,C644723,5/17/18 17:00,AkRu03027,harassment,F
58938,C644737,5/17/18 17:00,KiRu25411,public_intoxication,M
58939,C644755,5/17/18 19:00,HaRu18629,theft,C
58940,C644786,5/17/18 21:00,SoRu35226,harassment,F
58941,C644795,5/17/18 22:00,SoRu35318,harassment,F
58942,C644796,5/17/18 22:00,AmAs10351,severe_assault,F
58943,C644797,5/18/18 5:00,AkLu01985,sexual_assault,F
58944,C644802,5/18/18 5:00,SoRu37419,public_intoxication,M
58945,C644810,5/18/18 6:00,KiRu28915,public_intoxication,F
58946,C644815,5/18/18 8:00,SoIl32629,harassment,C
58947,C644819,5/18/18 9:00,KiRu27873,theft,C
58948,C644820,5/18/18 9:00,SoCh31969,theft,F
58949,C644823,5/18/18 13:00,AmPw12736,vandalism,M
58950,C644835,5/18/18 13:00,SoRu38041,murder,F
58951,C644843,5/18/18 14:00,KiRu26827,sexual_assault,F
58952,C644844,5/18/18 16:00,AmBe11030,sexual_assault,F
58953,C644846,5/18/18 16:00,SoRu37596,theft,C
58954,C644862,5/18/18 17:00,AkRu08623,sexual_assault,F
58955,C644870,5/18/18 17:00,AkRu05437,severe_assault,M
58956,C644876,5/18/18 20:00,SoRu37693,harassment,F
58957,C644883,5/18/18 20:00,KiRu29502,harassment,F
58958,C644903,5/18/18 20:00,AmRu14950,murder,F
58959,C644918,5/18/18 21:00,KiZu30978,sexual_assault,F
58960,C644926,5/18/18 22:00,HaRu20589,severe_assault,C
58961,C644929,5/18/18 23:00,KiRu29023,sexual_assault,F
58962,C644931,5/18/18 23:00,SoRu38769,murder,F
58963,C644937,5/18/18 23:00,SoRu35601,public_intoxication,F
58964,C644941,5/18/18 23:00,HaRu20127,murder,F
58965,C644998,5/18/18 23:00,KiZu30716,sexual_assault,F
58966,C645007,5/19/18 4:00,AkRu06884,harassment,F
58967,C645021,5/19/18 4:00,KiRu26740,theft,C
58968,C645028,5/19/18 4:00,SoRu38722,public_intoxication,C
58969,C645034,5/19/18 4:00,AkRu04701,harassment,F
58970,C645052,5/19/18 5:00,KiRu25736,harassment,F
58971,C645057,5/19/18 6:00,KiRu27110,theft,F
58972,C645058,5/19/18 6:00,HaRu20188,public_intoxication,F
58973,C645073,5/19/18 6:00,AkRu02698,harassment,F
58974,C645081,5/19/18 8:00,AmRu13852,theft,M
58975,C645096,5/19/18 9:00,HaRu17549,public_intoxication,F
58976,C645099,5/19/18 10:00,HaRu19303,sexual_assault,M
58977,C645104,5/19/18 12:00,HaRu17308,theft,M
58978,C645137,5/19/18 14:00,SoRu39410,public_intoxication,M
58979,C645142,5/19/18 15:00,AmPw12525,severe_assault,M
58980,C645153,5/19/18 16:00,KiRu28206,theft,M
58981,C645159,5/19/18 17:00,SoRu37007,severe_assault,F
58982,C645166,5/19/18 18:00,SoRu34885,severe_assault,F
58983,C645173,5/19/18 19:00,SoRu38417,sexual_assault,F
58984,C645206,5/19/18 19:00,AmPw12416,vandalism,F
58985,C645211,5/19/18 19:00,SoRu37452,harassment,F
58986,C645241,5/19/18 19:00,HaRu17783,theft,M
58987,C645244,5/19/18 20:00,AmAs10680,severe_assault,M
58988,C645247,5/19/18 20:00,KiZu31321,harassment,F
58989,C645267,5/19/18 21:00,KiRu30265,theft,M
58990,C645268,5/19/18 21:00,AkHa00373,theft,F
58991,C645272,5/19/18 21:00,HaRu18708,severe_assault,M
58992,C645273,5/19/18 21:00,AkRu07905,theft,C
58993,C645283,5/19/18 21:00,AkRu04634,theft,F
58994,C645317,5/19/18 23:00,KiRu29312,public_intoxication,F
58995,C645327,5/20/18 4:00,HaRu19281,harassment,F
58996,C645328,5/20/18 5:00,KiZu30750,harassment,F
58997,C645343,5/20/18 9:00,AkRu05326,murder,F
58998,C645349,5/20/18 9:00,AkRu07655,public_intoxication,F
58999,C645373,5/20/18 14:00,KiZu31139,theft,M
59000,C645375,5/20/18 19:00,HaRu18153,theft,F
59001,C645381,5/20/18 22:00,SoRu36742,public_intoxication,M
59002,C645382,5/21/18 4:00,AkRu03264,theft,F
59003,C645383,5/21/18 4:00,SoRu36330,severe_assault,F
59004,C645400,5/21/18 5:00,KiRu28540,severe_assault,C
59005,C645403,5/21/18 6:00,AmBe11296,public_intoxication,M
59006,C645407,5/21/18 7:00,AmDa12126,theft,M
59007,C645427,5/21/18 7:00,SoRu39078,sexual_assault,F
59008,C645430,5/21/18 8:00,AkRu08040,sexual_assault,F
59009,C645433,5/21/18 9:00,HaRu20440,vandalism,C
59010,C645438,5/21/18 9:00,AkRu08126,public_intoxication,F
59011,C645442,5/21/18 12:00,KiRu30005,theft,F
59012,C645447,5/21/18 16:00,AkRu08182,severe_assault,F
59013,C645448,5/21/18 17:00,SoRu39227,murder,F
59014,C645469,5/21/18 17:00,KiRu29603,harassment,F
59015,C645480,5/21/18 18:00,AmBe11068,murder,F
59016,C645537,5/21/18 18:00,SoRu39605,theft,C
59017,C645539,5/21/18 18:00,KiRu28783,public_intoxication,M
59018,C645547,5/21/18 19:00,AkRu04751,harassment,F
59019,C645557,5/21/18 20:00,AmRu14950,theft,F
59020,C645576,5/21/18 20:00,HaRu20197,harassment,F
59021,C645583,5/21/18 22:00,SoRu37568,sexual_assault,C
59022,C645594,5/21/18 22:00,SoRu35111,murder,C
59023,C645598,5/21/18 23:00,AkRu07466,harassment,F
59024,C645606,5/21/18 23:00,KiRu28922,theft,F
59025,C645622,5/22/18 6:00,KiRu26139,sexual_assault,F
59026,C645649,5/22/18 7:00,AkRu05551,public_intoxication,C
59027,C645666,5/22/18 9:00,KiAm21933,harassment,F
59028,C645680,5/22/18 9:00,SoRu36280,theft,F
59029,C645688,5/22/18 12:00,AkRu03366,harassment,M
59030,C645718,5/22/18 12:00,KiRu30607,sexual_assault,F
59031,C645739,5/22/18 16:00,KiRu30071,theft,F
59032,C645744,5/22/18 17:00,HaDj16859,vandalism,M
59033,C645747,5/22/18 18:00,KiRu28710,harassment,F
59034,C645754,5/22/18 19:00,AkRu05256,harassment,F
59035,C645765,5/22/18 21:00,AmPw12693,murder,F
59036,C645772,5/23/18 4:00,AkRu05898,sexual_assault,F
59037,C645803,5/23/18 5:00,KiZu30978,vandalism,C
59038,C645812,5/23/18 5:00,KiIs23854,public_intoxication,F
59039,C645814,5/23/18 5:00,HaDe16590,harassment,F
59040,C645819,5/23/18 7:00,KiRu29333,harassment,F
59041,C645825,5/23/18 9:00,HaRu18683,harassment,M
59042,C645826,5/23/18 9:00,KiRu29674,sexual_assault,F
59043,C645854,5/23/18 10:00,KiZu30792,harassment,F
59044,C645863,5/23/18 12:00,AkRu04412,harassment,F
59045,C645885,5/23/18 12:00,KiRu27023,harassment,F
59046,C645886,5/23/18 14:00,KiRu25520,vandalism,M
59047,C645888,5/23/18 15:00,AkRu06056,sexual_assault,F
59048,C645901,5/23/18 15:00,SoRu37210,sexual_assault,F
59049,C645927,5/23/18 15:00,KiZu30839,sexual_assault,F
59050,C645928,5/23/18 15:00,SoRu38556,harassment,F
59051,C645931,5/23/18 18:00,SoRu37389,public_intoxication,M
59052,C645933,5/23/18 19:00,AkRu08107,harassment,F
59053,C645940,5/23/18 19:00,KiAm21931,sexual_assault,F
59054,C645963,5/23/18 20:00,HaRu18676,harassment,F
59055,C645968,5/23/18 20:00,HaRu20167,public_intoxication,F
59056,C645973,5/23/18 20:00,AmRu14368,public_intoxication,M
59057,C645979,5/23/18 22:00,AkRu04550,sexual_assault,F
59058,C646002,5/23/18 23:00,AmAs10454,public_intoxication,M
59059,C646025,5/24/18 4:00,HaRu17430,severe_assault,M
59060,C646052,5/24/18 7:00,SoRu39644,harassment,F
59061,C646059,5/24/18 7:00,AkRu08589,theft,F
59062,C646093,5/24/18 7:00,AkRu08360,severe_assault,C
59063,C646094,5/24/18 8:00,AmBe11046,murder,M
59064,C646105,5/24/18 8:00,SoRu35819,severe_assault,F
59065,C646110,5/24/18 9:00,AkRu06817,sexual_assault,F
59066,C646135,5/24/18 9:00,AmPw12688,harassment,F
59067,C646143,5/24/18 11:00,AkRu03428,theft,C
59068,C646151,5/24/18 12:00,AkRu03744,sexual_assault,F
59069,C646159,5/24/18 16:00,AkRu03871,harassment,F
59070,C646172,5/24/18 18:00,KiZu30704,sexual_assault,F
59071,C646192,5/24/18 18:00,HaRu20660,theft,M
59072,C646215,5/24/18 20:00,KiRu29479,sexual_assault,F
59073,C646218,5/24/18 21:00,SoRu39285,public_intoxication,F
59074,C646222,5/24/18 22:00,AkHa00548,public_intoxication,F
59075,C646231,5/24/18 22:00,KiRu26810,sexual_assault,F
59076,C646237,5/25/18 4:00,HaRu19331,theft,F
59077,C646239,5/25/18 4:00,HaRu17304,sexual_assault,F
59078,C646245,5/25/18 4:00,SoKo33204,theft,F
59079,C646250,5/25/18 6:00,KiRu26902,sexual_assault,F
59080,C646267,5/25/18 7:00,KiHa23105,vandalism,M
59081,C646268,5/25/18 8:00,AkRu02884,theft,C
59082,C646275,5/25/18 11:00,KiRu27880,theft,F
59083,C646288,5/25/18 13:00,KiRu27023,sexual_assault,F
59084,C646294,5/25/18 13:00,HaAm16172,harassment,F
59085,C646306,5/25/18 14:00,HaRu17193,harassment,F
59086,C646308,5/25/18 15:00,SoRu35365,harassment,F
59087,C646312,5/25/18 15:00,KiZu30703,sexual_assault,F
59088,C646316,5/25/18 19:00,AkRu04505,severe_assault,C
59089,C646335,5/25/18 19:00,KiZu30701,theft,M
59090,C646337,5/25/18 20:00,KiRu27336,murder,M
59091,C646339,5/25/18 21:00,AkRu05832,public_intoxication,C
59092,C646350,5/25/18 21:00,KiRu29117,harassment,C
59093,C646351,5/25/18 21:00,SoRu37521,harassment,F
59094,C646355,5/25/18 22:00,AkRu08077,theft,F
59095,C646358,5/25/18 22:00,KiRu26904,harassment,F
59096,C646364,5/25/18 22:00,HaRu19588,harassment,F
59097,C646372,5/25/18 22:00,KiRu27248,sexual_assault,M
59098,C646374,5/25/18 22:00,SoRu36116,severe_assault,C
59099,C646382,5/26/18 4:00,KiZu31426,sexual_assault,F
59100,C646394,5/26/18 5:00,AkRu03668,theft,M
59101,C646401,5/26/18 7:00,AmBe11154,murder,M
59102,C646430,5/26/18 9:00,HaRu19660,harassment,M
59103,C646440,5/26/18 9:00,SoIl32528,theft,M
59104,C646477,5/26/18 9:00,KiRu29728,public_intoxication,M
59105,C646478,5/26/18 11:00,HaRu18284,public_intoxication,F
59106,C646514,5/26/18 15:00,KiZu30872,harassment,F
59107,C646521,5/26/18 15:00,HaRu18280,harassment,F
59108,C646525,5/26/18 16:00,AkRu05486,sexual_assault,C
59109,C646537,5/26/18 16:00,KiZu31033,theft,F
59110,C646548,5/26/18 17:00,KiRu27808,severe_assault,F
59111,C646579,5/26/18 17:00,KiRu30096,harassment,F
59112,C646580,5/26/18 19:00,AmAm09990,severe_assault,M
59113,C646581,5/26/18 19:00,HaRu19660,sexual_assault,F
59114,C646590,5/26/18 20:00,KiRu26497,severe_assault,F
59115,C646625,5/26/18 21:00,AmRu15187,murder,M
59116,C646630,5/26/18 23:00,AmDa11579,theft,M
59117,C646646,5/26/18 23:00,SoRu34780,harassment,M
59118,C646655,5/26/18 23:00,AmRu14542,sexual_assault,M
59119,C646664,5/26/18 23:00,AmBe11184,harassment,M
59120,C646675,5/27/18 4:00,SoRu35809,sexual_assault,C
59121,C646697,5/27/18 4:00,AkRu03340,harassment,C
59122,C646709,5/27/18 10:00,AkRu05902,harassment,F
59123,C646733,5/27/18 11:00,KiRu30461,theft,M
59124,C646736,5/27/18 16:00,HaRu19343,severe_assault,M
59125,C646752,5/27/18 16:00,HaRu18873,vandalism,F
59126,C646754,5/27/18 16:00,AkRu06943,public_intoxication,C
59127,C646757,5/27/18 21:00,AkRu06557,theft,F
59128,C646768,5/27/18 22:00,KiRu28570,sexual_assault,F
59129,C646775,5/27/18 22:00,KiRu30650,sexual_assault,F
59130,C646777,5/27/18 23:00,SoMa33877,sexual_assault,C
59131,C646788,5/28/18 5:00,AkRu06742,harassment,F
59132,C646799,5/28/18 5:00,AmRu13419,severe_assault,C
59133,C646801,5/28/18 6:00,SoRu35421,harassment,F
59134,C646802,5/28/18 6:00,AkRu04772,theft,M
59135,C646807,5/28/18 7:00,KiRu27664,harassment,F
59136,C646819,5/28/18 9:00,AkLu01603,murder,F
59137,C646828,5/28/18 9:00,HaRu20181,harassment,F
59138,C646837,5/28/18 11:00,KiRu30630,sexual_assault,F
59139,C646859,5/28/18 11:00,KiRu29734,sexual_assault,F
59140,C646863,5/28/18 11:00,KiRu27346,harassment,F
59141,C646873,5/28/18 14:00,AmAs10557,theft,M
59142,C646900,5/28/18 17:00,AmDa12143,public_intoxication,M
59143,C646918,5/28/18 17:00,AkRu08450,theft,F
59144,C646942,5/28/18 18:00,KiRu26736,sexual_assault,F
59145,C646945,5/28/18 18:00,AmRu15493,public_intoxication,M
59146,C646946,5/28/18 19:00,AmAs10411,theft,M
59147,C646972,5/28/18 21:00,SoRu34857,sexual_assault,F
59148,C646979,5/28/18 21:00,AmDa11379,public_intoxication,M
59149,C646984,5/28/18 22:00,KiRu27491,harassment,M
59150,C647026,5/28/18 23:00,KiRu30549,theft,F
59151,C647039,5/28/18 23:00,HaRu17708,murder,F
59152,C647043,5/29/18 7:00,AmAb09004,vandalism,C
59153,C647058,5/29/18 8:00,HaRu17314,harassment,F
59154,C647061,5/29/18 9:00,AkRu07606,sexual_assault,F
59155,C647064,5/29/18 10:00,AkRu07980,theft,F
59156,C647080,5/29/18 12:00,AmAb09339,public_intoxication,M
59157,C647084,5/29/18 12:00,KiRu30461,harassment,C
59158,C647095,5/29/18 14:00,KiZu30887,harassment,F
59159,C647100,5/29/18 15:00,SoRu38202,harassment,F
59160,C647109,5/29/18 16:00,AkRu05157,harassment,F
59161,C647124,5/29/18 17:00,SoMa33600,theft,M
59162,C647145,5/29/18 17:00,AkRu04899,murder,F
59163,C647152,5/29/18 19:00,AmAb08983,harassment,F
59164,C647162,5/29/18 19:00,AkRu05111,theft,M
59165,C647171,5/29/18 22:00,SoRu37073,sexual_assault,F
59166,C647172,5/29/18 22:00,AkRu03584,sexual_assault,F
59167,C647176,5/29/18 23:00,AkRu04041,harassment,F
59168,C647178,5/29/18 23:00,SoKo33334,harassment,F
59169,C647180,5/29/18 23:00,AmAb09189,theft,M
59170,C647195,5/29/18 23:00,AkRu06442,severe_assault,F
59171,C647226,5/30/18 6:00,AkRu03049,sexual_assault,F
59172,C647237,5/30/18 6:00,KiZu31235,sexual_assault,F
59173,C647248,5/30/18 7:00,KiRu28051,harassment,F
59174,C647251,5/30/18 9:00,AkRu07874,harassment,F
59175,C647253,5/30/18 10:00,KiRu26899,sexual_assault,F
59176,C647254,5/30/18 13:00,AmBe11089,sexual_assault,M
59177,C647270,5/30/18 14:00,AkRu07197,harassment,F
59178,C647286,5/30/18 14:00,SoRu35767,public_intoxication,C
59179,C647289,5/30/18 15:00,KiZu30790,harassment,F
59180,C647326,5/30/18 15:00,SoRu38628,harassment,F
59181,C647335,5/30/18 17:00,HaRu18432,harassment,M
59182,C647349,5/30/18 18:00,KiRu29363,harassment,F
59183,C647352,5/30/18 19:00,SoCh31939,theft,F
59184,C647356,5/30/18 20:00,AmDa12007,public_intoxication,M
59185,C647358,5/30/18 20:00,AkRu06864,harassment,F
59186,C647371,5/30/18 21:00,SoRu36120,severe_assault,C
59187,C647399,5/30/18 23:00,KiRu28714,harassment,F
59188,C647401,5/30/18 23:00,HaRu18105,harassment,M
59189,C647405,5/31/18 4:00,KiRu29051,vandalism,F
59190,C647414,5/31/18 4:00,SoRu36131,vandalism,F
59191,C647431,5/31/18 4:00,SoRu37227,harassment,F
59192,C647433,5/31/18 6:00,SoRu36144,harassment,F
59193,C647438,5/31/18 6:00,AmPw12688,sexual_assault,F
59194,C647439,5/31/18 6:00,SoRu37717,sexual_assault,F
59195,C647453,5/31/18 9:00,SoRu35436,harassment,F
59196,C647471,5/31/18 9:00,KiZu31083,theft,F
59197,C647486,5/31/18 9:00,SoRu36467,theft,C
59198,C647487,5/31/18 10:00,AkRu07165,harassment,F
59199,C647490,5/31/18 11:00,HaRu19749,harassment,C
59200,C647491,5/31/18 11:00,KiRu25613,sexual_assault,F
59201,C647507,5/31/18 12:00,SoRu35790,theft,C
59202,C647513,5/31/18 15:00,SoRu35653,severe_assault,C
59203,C647520,5/31/18 15:00,KiZu30788,sexual_assault,M
59204,C647564,5/31/18 15:00,SoRu34655,harassment,F
59205,C647572,5/31/18 19:00,SoRu37481,public_intoxication,F
59206,C647581,5/31/18 21:00,HaDe16525,harassment,M
59207,C647584,5/31/18 22:00,AkRu04776,harassment,C
59208,C647595,6/1/18 5:00,KiRu28079,harassment,C
59209,C647619,6/1/18 5:00,KiRu25387,sexual_assault,F
59210,C647628,6/1/18 6:00,AmRu13734,severe_assault,M
59211,C647647,6/1/18 6:00,KiZu31278,murder,F
59212,C647655,6/1/18 7:00,HaRu17682,vandalism,F
59213,C647664,6/1/18 7:00,AmAs10037,vandalism,M
59214,C647709,6/1/18 8:00,AkRu03433,harassment,F
59215,C647713,6/1/18 8:00,AmPw12471,theft,M
59216,C647735,6/1/18 9:00,AkRu08435,harassment,F
59217,C647740,6/1/18 9:00,HaRu20769,harassment,F
59218,C647755,6/1/18 10:00,KiRu30614,theft,M
59219,C647757,6/1/18 11:00,AkRu04897,sexual_assault,F
59220,C647761,6/1/18 12:00,AmDa11538,theft,M
59221,C647773,6/1/18 12:00,KiZu31022,harassment,M
59222,C647777,6/1/18 13:00,KiRu28305,sexual_assault,M
59223,C647782,6/1/18 14:00,KiRu25351,severe_assault,M
59224,C647816,6/1/18 16:00,KiZu30742,harassment,F
59225,C647825,6/1/18 16:00,AkKi01158,vandalism,M
59226,C647838,6/1/18 17:00,KiRu30224,severe_assault,F
59227,C647842,6/1/18 20:00,AmPw12638,theft,C
