source_id,type_of_water_source,number_of_people_served,priority_status
SoRu35929224,tap_in_home_broken,506,CRITICAL
SoRu35930224,well,252,HIGH (Requires Pollution Check)
SoRu35931224,shared_tap,2024,STANDARD
SoRu35932224,tap_in_home,672,STANDARD
SoRu35933224,well,204,HIGH (Requires Pollution Check)
SoRu35934224,shared_tap,2958,STANDARD
SoRu35935224,shared_tap,3024,STANDARD
SoRu35936224,tap_in_home_broken,376,CRITICAL
SoRu35937224,tap_in_home,718,STANDARD
SoRu35938224,well,360,HIGH (Requires Pollution Check)
SoRu35939224,well,208,HIGH (Requires Pollution Check)
SoRu35940224,well,310,HIGH (Requires Pollution Check)
SoRu35941224,well,260,HIGH (Requires Pollution Check)
SoRu35942224,tap_in_home,554,STANDARD
SoRu35943224,well,272,HIGH (Requires Pollution Check)
SoRu35944224,tap_in_home,338,STANDARD
SoRu35945224,shared_tap,358,STANDARD
SoRu35946224,well,218,HIGH (Requires Pollution Check)
SoRu35947224,river,972,CRITICAL
SoRu35948224,river,484,CRITICAL
SoRu35949224,shared_tap,3490,STANDARD
SoRu35950224,tap_in_home,944,STANDARD
SoRu35951224,river,592,CRITICAL
SoRu35952224,tap_in_home,986,STANDARD
SoRu35953224,tap_in_home_broken,654,CRITICAL
SoRu35954224,tap_in_home,314,STANDARD
SoRu35955224,tap_in_home,636,STANDARD
SoRu35956224,river,852,CRITICAL
SoRu35957224,river,686,CRITICAL
SoRu35958224,well,346,HIGH (Requires Pollution Check)
SoRu35959224,river,504,CRITICAL
SoRu35960224,well,308,HIGH (Requires Pollution Check)
SoRu35961224,river,902,CRITICAL
SoRu35962224,shared_tap,254,STANDARD
SoRu35963224,tap_in_home_broken,562,CRITICAL
SoRu35964224,well,228,HIGH (Requires Pollution Check)
SoRu35965224,well,286,HIGH (Requires Pollution Check)
SoRu35966224,well,194,HIGH (Requires Pollution Check)
SoRu35967224,tap_in_home,624,STANDARD
SoRu35968224,tap_in_home_broken,950,CRITICAL
SoRu35969224,well,172,HIGH (Requires Pollution Check)
SoRu35970224,well,332,HIGH (Requires Pollution Check)
SoRu35971224,well,232,HIGH (Requires Pollution Check)
SoRu35972224,well,362,HIGH (Requires Pollution Check)
SoRu35973224,well,360,HIGH (Requires Pollution Check)
SoRu35974224,well,352,HIGH (Requires Pollution Check)
SoRu35975224,river,440,CRITICAL
SoRu35976224,tap_in_home_broken,300,CRITICAL
SoRu35977224,tap_in_home_broken,450,CRITICAL
SoRu35978224,river,794,CRITICAL
SoRu35979224,shared_tap,3304,STANDARD
SoRu35980224,tap_in_home_broken,404,CRITICAL
SoRu35981224,well,296,HIGH (Requires Pollution Check)
SoRu35982224,shared_tap,784,STANDARD
SoRu35983224,tap_in_home,846,STANDARD
SoRu35984224,tap_in_home_broken,906,CRITICAL
SoRu35985224,river,726,CRITICAL
SoRu35986224,well,208,HIGH (Requires Pollution Check)
SoRu35987224,tap_in_home,660,STANDARD
SoRu35988224,well,284,HIGH (Requires Pollution Check)
SoRu35989224,river,506,CRITICAL
SoRu35990224,tap_in_home,954,STANDARD
SoRu35991224,well,380,HIGH (Requires Pollution Check)
SoRu35992224,shared_tap,3170,STANDARD
SoRu35993224,tap_in_home,438,STANDARD
SoRu35994224,shared_tap,3148,STANDARD
SoRu35995224,river,458,CRITICAL
SoRu35996224,well,280,HIGH (Requires Pollution Check)
SoRu35997224,well,234,HIGH (Requires Pollution Check)
SoRu35998224,well,396,HIGH (Requires Pollution Check)
SoRu35999224,shared_tap,3304,STANDARD
SoRu36000224,shared_tap,514,STANDARD
SoRu36001224,river,436,CRITICAL
SoRu36002224,tap_in_home_broken,470,CRITICAL
SoRu36003224,river,690,CRITICAL
SoRu36004224,shared_tap,3098,STANDARD
SoRu36005224,shared_tap,760,STANDARD
SoRu36006224,well,238,HIGH (Requires Pollution Check)
SoRu36007224,well,218,HIGH (Requires Pollution Check)
SoRu36008224,shared_tap,430,STANDARD
SoRu36009224,well,346,HIGH (Requires Pollution Check)
SoRu36010224,well,370,HIGH (Requires Pollution Check)
SoRu36011224,tap_in_home_broken,710,CRITICAL
SoRu36012224,tap_in_home_broken,372,CRITICAL
SoRu36013224,well,344,HIGH (Requires Pollution Check)
SoRu36014224,tap_in_home_broken,714,CRITICAL
SoRu36015224,well,240,HIGH (Requires Pollution Check)
SoRu36016224,well,336,HIGH (Requires Pollution Check)
SoRu36017224,well,196,HIGH (Requires Pollution Check)
SoRu36018224,river,602,CRITICAL
SoRu36019224,river,652,CRITICAL
SoRu36020224,tap_in_home_broken,488,CRITICAL
SoRu36021224,tap_in_home,510,STANDARD
SoRu36022224,river,626,CRITICAL
SoRu36023224,well,380,HIGH (Requires Pollution Check)
SoRu36024224,river,964,CRITICAL
SoRu36025224,river,794,CRITICAL
SoRu36026224,tap_in_home,398,STANDARD
SoRu36027224,well,324,HIGH (Requires Pollution Check)
SoRu36028224,river,480,CRITICAL
SoRu36029224,well,352,HIGH (Requires Pollution Check)
SoRu36030224,shared_tap,886,STANDARD
SoRu36031224,river,826,CRITICAL
SoRu36032224,well,170,HIGH (Requires Pollution Check)
SoRu36033224,shared_tap,1684,STANDARD
SoRu36034224,tap_in_home,746,STANDARD
SoRu36035224,tap_in_home,648,STANDARD
SoRu36036224,river,980,CRITICAL
SoRu36037224,river,446,CRITICAL
SoRu36038224,river,742,CRITICAL
SoRu36039224,shared_tap,1108,STANDARD
SoRu36040224,well,286,HIGH (Requires Pollution Check)
SoRu36041224,river,694,CRITICAL
SoRu36042224,shared_tap,2260,STANDARD
SoRu36043224,well,264,HIGH (Requires Pollution Check)
SoRu36044224,river,986,CRITICAL
SoRu36045224,tap_in_home,300,STANDARD
SoRu36046224,river,628,CRITICAL
SoRu36047224,shared_tap,1722,STANDARD
SoRu36048224,shared_tap,3820,STANDARD
SoRu36049224,river,622,CRITICAL
SoRu36050224,well,270,HIGH (Requires Pollution Check)
SoRu36051224,well,178,HIGH (Requires Pollution Check)
SoRu36052224,tap_in_home_broken,446,CRITICAL
SoRu36053224,river,852,CRITICAL
SoRu36054224,river,834,CRITICAL
SoRu36055224,well,198,HIGH (Requires Pollution Check)
SoRu36056224,river,908,CRITICAL
SoRu36057224,well,258,HIGH (Requires Pollution Check)
SoRu36058224,well,324,HIGH (Requires Pollution Check)
SoRu36059224,shared_tap,2724,STANDARD
SoRu36060224,well,302,HIGH (Requires Pollution Check)
SoRu36061224,shared_tap,1506,STANDARD
SoRu36062224,tap_in_home,806,STANDARD
SoRu36063224,shared_tap,3152,STANDARD
SoRu36064224,river,454,CRITICAL
SoRu36065224,river,982,CRITICAL
SoRu36066224,shared_tap,2920,STANDARD
SoRu36067224,shared_tap,1548,STANDARD
SoRu36068224,shared_tap,2774,STANDARD
SoRu36069224,well,350,HIGH (Requires Pollution Check)
SoRu36070224,well,214,HIGH (Requires Pollution Check)
SoRu36071224,well,170,HIGH (Requires Pollution Check)
SoRu36072224,tap_in_home,686,STANDARD
SoRu36073224,tap_in_home,478,STANDARD
SoRu36074224,well,190,HIGH (Requires Pollution Check)
SoRu36075224,river,494,CRITICAL
SoRu36076224,river,992,CRITICAL
SoRu36077224,well,300,HIGH (Requires Pollution Check)
SoRu36078224,tap_in_home,590,STANDARD
SoRu36079224,river,678,CRITICAL
SoRu36080224,well,378,HIGH (Requires Pollution Check)
SoRu36081224,shared_tap,3988,STANDARD
SoRu36082224,shared_tap,1606,STANDARD
SoRu36083224,well,340,HIGH (Requires Pollution Check)
SoRu36084224,shared_tap,2908,STANDARD
SoRu36085224,shared_tap,1680,STANDARD
SoRu36086224,tap_in_home_broken,370,CRITICAL
SoRu36087224,shared_tap,1532,STANDARD
SoRu36088224,well,222,HIGH (Requires Pollution Check)
SoRu36089224,well,228,HIGH (Requires Pollution Check)
SoRu36090224,river,808,CRITICAL
SoRu36091224,well,220,HIGH (Requires Pollution Check)
SoRu36092224,well,162,HIGH (Requires Pollution Check)
SoRu36093224,tap_in_home_broken,448,CRITICAL
SoRu36094224,well,166,HIGH (Requires Pollution Check)
SoRu36095224,shared_tap,3896,STANDARD
SoRu36096224,shared_tap,3786,STANDARD
SoRu36097224,well,338,HIGH (Requires Pollution Check)
SoRu36098224,well,276,HIGH (Requires Pollution Check)
SoRu36099224,well,188,HIGH (Requires Pollution Check)
SoRu36100224,river,890,CRITICAL
SoRu36101224,shared_tap,1752,STANDARD
SoRu36102224,well,216,HIGH (Requires Pollution Check)
SoRu36103224,tap_in_home,346,STANDARD
SoRu36104224,river,516,CRITICAL
SoRu36105224,well,258,HIGH (Requires Pollution Check)
SoRu36106224,tap_in_home,672,STANDARD
SoRu36107224,river,808,CRITICAL
SoRu36108224,shared_tap,2636,STANDARD
SoRu36109224,well,196,HIGH (Requires Pollution Check)
SoRu36110224,well,254,HIGH (Requires Pollution Check)
SoRu36111224,tap_in_home,490,STANDARD
SoRu36112224,well,212,HIGH (Requires Pollution Check)
SoRu36113224,river,460,CRITICAL
SoRu36114224,well,382,HIGH (Requires Pollution Check)
SoRu36115224,river,908,CRITICAL
SoRu36116224,shared_tap,3404,STANDARD
SoRu36117224,well,206,HIGH (Requires Pollution Check)
SoRu36118224,shared_tap,3246,STANDARD
SoRu36119224,well,394,HIGH (Requires Pollution Check)
SoRu36120224,shared_tap,1714,STANDARD
SoRu36121224,shared_tap,1580,STANDARD
SoRu36122224,well,398,HIGH (Requires Pollution Check)
SoRu36123224,well,310,HIGH (Requires Pollution Check)
SoRu36124224,river,604,CRITICAL
SoRu36125224,river,436,CRITICAL
SoRu36126224,shared_tap,368,STANDARD
SoRu36127224,river,962,CRITICAL
SoRu36128224,tap_in_home_broken,768,CRITICAL
SoRu36129224,shared_tap,2404,STANDARD
SoRu36130224,shared_tap,3170,STANDARD
SoRu36131224,shared_tap,452,STANDARD
SoRu36132224,well,382,HIGH (Requires Pollution Check)
SoRu36133224,tap_in_home_broken,734,CRITICAL
SoRu36134224,tap_in_home,836,STANDARD
SoRu36135224,well,332,HIGH (Requires Pollution Check)
SoRu36136224,well,242,HIGH (Requires Pollution Check)
SoRu36137224,tap_in_home_broken,402,CRITICAL
SoRu36138224,tap_in_home,486,STANDARD
SoRu36139224,river,804,CRITICAL
SoRu36140224,well,326,HIGH (Requires Pollution Check)
SoRu36141224,river,436,CRITICAL
SoRu36142224,well,398,HIGH (Requires Pollution Check)
SoRu36143224,well,292,HIGH (Requires Pollution Check)
SoRu36144224,shared_tap,2726,STANDARD
SoRu36145224,well,332,HIGH (Requires Pollution Check)
SoRu36146224,shared_tap,3330,STANDARD
SoRu36147224,well,282,HIGH (Requires Pollution Check)
SoRu36148224,well,386,HIGH (Requires Pollution Check)
SoRu36149224,tap_in_home,776,STANDARD
SoRu36150224,tap_in_home,984,STANDARD
SoRu36151224,tap_in_home,552,STANDARD
SoRu36152224,tap_in_home,914,STANDARD
SoRu36153224,tap_in_home_broken,738,CRITICAL
SoRu36154224,tap_in_home_broken,782,CRITICAL
SoRu36155224,well,176,HIGH (Requires Pollution Check)
SoRu36156224,shared_tap,2956,STANDARD
SoRu36157224,river,414,CRITICAL
SoRu36158224,well,166,HIGH (Requires Pollution Check)
SoRu36159224,river,610,CRITICAL
SoRu36160224,well,392,HIGH (Requires Pollution Check)
SoRu36161224,well,236,HIGH (Requires Pollution Check)
SoRu36162224,river,782,CRITICAL
SoRu36163224,tap_in_home_broken,486,CRITICAL
SoRu36164224,well,314,HIGH (Requires Pollution Check)
SoRu36165224,river,630,CRITICAL
SoRu36166224,river,926,CRITICAL
SoRu36167224,tap_in_home,396,STANDARD
SoRu36168224,well,170,HIGH (Requires Pollution Check)
SoRu36169224,tap_in_home,316,STANDARD
SoRu36170224,well,384,HIGH (Requires Pollution Check)
SoRu36171224,well,378,HIGH (Requires Pollution Check)
SoRu36172224,shared_tap,1500,STANDARD
SoRu36173224,river,462,CRITICAL
SoRu36174224,tap_in_home,576,STANDARD
SoRu36175224,well,318,HIGH (Requires Pollution Check)
SoRu36176224,shared_tap,792,STANDARD
SoRu36177224,well,186,HIGH (Requires Pollution Check)
SoRu36178224,well,396,HIGH (Requires Pollution Check)
SoRu36179224,well,218,HIGH (Requires Pollution Check)
SoRu36180224,well,292,HIGH (Requires Pollution Check)
SoRu36181224,shared_tap,942,STANDARD
SoRu36182224,tap_in_home,494,STANDARD
SoRu36183224,tap_in_home,942,STANDARD
SoRu36184224,well,210,HIGH (Requires Pollution Check)
SoRu36185224,river,658,CRITICAL
SoRu36186224,river,714,CRITICAL
SoRu36187224,tap_in_home_broken,720,CRITICAL
SoRu36188224,tap_in_home,706,STANDARD
SoRu36189224,well,198,HIGH (Requires Pollution Check)
SoRu36190224,tap_in_home_broken,616,CRITICAL
SoRu36191224,tap_in_home_broken,828,CRITICAL
SoRu36192224,river,964,CRITICAL
SoRu36193224,river,748,CRITICAL
SoRu36194224,well,206,HIGH (Requires Pollution Check)
SoRu36195224,well,220,HIGH (Requires Pollution Check)
SoRu36196224,well,170,HIGH (Requires Pollution Check)
SoRu36197224,well,246,HIGH (Requires Pollution Check)
SoRu36198224,tap_in_home,388,STANDARD
SoRu36199224,shared_tap,1142,STANDARD
SoRu36200224,well,188,HIGH (Requires Pollution Check)
SoRu36201224,well,398,HIGH (Requires Pollution Check)
SoRu36202224,well,344,HIGH (Requires Pollution Check)
SoRu36203224,shared_tap,1302,STANDARD
SoRu36204224,tap_in_home_broken,690,CRITICAL
SoRu36205224,tap_in_home_broken,714,CRITICAL
SoRu36206224,well,180,HIGH (Requires Pollution Check)
SoRu36207224,tap_in_home_broken,432,CRITICAL
SoRu36208224,river,662,CRITICAL
SoRu36209224,well,176,HIGH (Requires Pollution Check)
SoRu36210224,well,190,HIGH (Requires Pollution Check)
SoRu36211224,shared_tap,992,STANDARD
SoRu36212224,tap_in_home_broken,592,CRITICAL
SoRu36213224,river,784,CRITICAL
SoRu36214224,shared_tap,1458,STANDARD
SoRu36215224,tap_in_home,324,STANDARD
SoRu36216224,shared_tap,428,STANDARD
SoRu36217224,shared_tap,1882,STANDARD
SoRu36218224,well,390,HIGH (Requires Pollution Check)
SoRu36219224,river,882,CRITICAL
SoRu36220224,well,296,HIGH (Requires Pollution Check)
SoRu36221224,tap_in_home_broken,792,CRITICAL
SoRu36222224,well,198,HIGH (Requires Pollution Check)
SoRu36223224,river,920,CRITICAL
SoRu36224224,tap_in_home_broken,722,CRITICAL
SoRu36225224,well,260,HIGH (Requires Pollution Check)
SoRu36226224,well,354,HIGH (Requires Pollution Check)
SoRu36227224,well,180,HIGH (Requires Pollution Check)
SoRu36228224,shared_tap,760,STANDARD
SoRu36229224,river,996,CRITICAL
SoRu36230224,well,208,HIGH (Requires Pollution Check)
SoRu36231224,well,308,HIGH (Requires Pollution Check)
SoRu36232224,river,570,CRITICAL
SoRu36233224,tap_in_home_broken,354,CRITICAL
SoRu36234224,tap_in_home,940,STANDARD
SoRu36235224,well,216,HIGH (Requires Pollution Check)
SoRu36236224,well,376,HIGH (Requires Pollution Check)
SoRu36237224,river,594,CRITICAL
SoRu36238224,river,998,CRITICAL
SoRu36239224,well,214,HIGH (Requires Pollution Check)
SoRu36240224,well,306,HIGH (Requires Pollution Check)
SoRu36241224,well,312,HIGH (Requires Pollution Check)
SoRu36242224,shared_tap,2204,STANDARD
SoRu36243224,river,656,CRITICAL
SoRu36244224,river,710,CRITICAL
SoRu36245224,well,294,HIGH (Requires Pollution Check)
SoRu36246224,well,330,HIGH (Requires Pollution Check)
SoRu36247224,shared_tap,538,STANDARD
SoRu36248224,tap_in_home_broken,600,CRITICAL
SoRu36249224,shared_tap,2968,STANDARD
SoRu36250224,shared_tap,3010,STANDARD
SoRu36251224,river,884,CRITICAL
SoRu36252224,tap_in_home,554,STANDARD
SoRu36253224,tap_in_home,464,STANDARD
SoRu36254224,shared_tap,3322,STANDARD
SoRu36255224,well,168,HIGH (Requires Pollution Check)
SoRu36256224,well,392,HIGH (Requires Pollution Check)
SoRu36257224,river,706,CRITICAL
SoRu36258224,river,740,CRITICAL
SoRu36259224,river,562,CRITICAL
SoRu36260224,shared_tap,3676,STANDARD
SoRu36261224,well,172,HIGH (Requires Pollution Check)
SoRu36262224,shared_tap,1978,STANDARD
SoRu36263224,shared_tap,2802,STANDARD
SoRu36264224,tap_in_home_broken,596,CRITICAL
SoRu36265224,well,330,HIGH (Requires Pollution Check)
SoRu36266224,well,186,HIGH (Requires Pollution Check)
SoRu36267224,well,250,HIGH (Requires Pollution Check)
SoRu36268224,well,206,HIGH (Requires Pollution Check)
SoRu36269224,shared_tap,1868,STANDARD
SoRu36270224,river,788,CRITICAL
SoRu36271224,tap_in_home,946,STANDARD
SoRu36272224,shared_tap,2064,STANDARD
SoRu36273224,river,916,CRITICAL
SoRu36274224,well,272,HIGH (Requires Pollution Check)
SoRu36275224,tap_in_home,426,STANDARD
SoRu36276224,river,510,CRITICAL
SoRu36277224,river,406,CRITICAL
SoRu36278224,well,394,HIGH (Requires Pollution Check)
SoRu36279224,well,326,HIGH (Requires Pollution Check)
SoRu36280224,shared_tap,1700,STANDARD
SoRu36281224,well,316,HIGH (Requires Pollution Check)
SoRu36282224,well,202,HIGH (Requires Pollution Check)
SoRu36283224,well,166,HIGH (Requires Pollution Check)
SoRu36284224,well,312,HIGH (Requires Pollution Check)
SoRu36285224,tap_in_home,542,STANDARD
SoRu36286224,river,684,CRITICAL
SoRu36287224,river,818,CRITICAL
SoRu36288224,well,234,HIGH (Requires Pollution Check)
SoRu36289224,well,298,HIGH (Requires Pollution Check)
SoRu36290224,well,162,HIGH (Requires Pollution Check)
SoRu36291224,well,190,HIGH (Requires Pollution Check)
SoRu36292224,well,306,HIGH (Requires Pollution Check)
SoRu36293224,river,736,CRITICAL
SoRu36294224,tap_in_home,832,STANDARD
SoRu36295224,well,322,HIGH (Requires Pollution Check)
SoRu36296224,river,550,CRITICAL
SoRu36297224,well,162,HIGH (Requires Pollution Check)
SoRu36298224,shared_tap,1458,STANDARD
SoRu36299224,river,848,CRITICAL
SoRu36300224,river,572,CRITICAL
SoRu36301224,well,274,HIGH (Requires Pollution Check)
SoRu36302224,tap_in_home,722,STANDARD
SoRu36303224,shared_tap,644,STANDARD
SoRu36304224,tap_in_home,542,STANDARD
SoRu36305224,well,310,HIGH (Requires Pollution Check)
SoRu36306224,shared_tap,436,STANDARD
SoRu36307224,tap_in_home,650,STANDARD
SoRu36308224,shared_tap,2946,STANDARD
SoRu36309224,river,968,CRITICAL
SoRu36310224,tap_in_home_broken,874,CRITICAL
SoRu36311224,river,978,CRITICAL
SoRu36312224,river,816,CRITICAL
SoRu36313224,well,220,HIGH (Requires Pollution Check)
SoRu36314224,river,858,CRITICAL
SoRu36315224,tap_in_home,338,STANDARD
SoRu36316224,well,368,HIGH (Requires Pollution Check)
SoRu36317224,tap_in_home,460,STANDARD
SoRu36318224,river,486,CRITICAL
SoRu36319224,well,294,HIGH (Requires Pollution Check)
SoRu36320224,river,648,CRITICAL
SoRu36321224,shared_tap,1188,STANDARD
SoRu36322224,well,332,HIGH (Requires Pollution Check)
SoRu36323224,river,456,CRITICAL
SoRu36324224,shared_tap,2110,STANDARD
SoRu36325224,tap_in_home,796,STANDARD
SoRu36326224,river,570,CRITICAL
SoRu36327224,shared_tap,238,STANDARD
SoRu36328224,well,322,HIGH (Requires Pollution Check)
SoRu36329224,well,254,HIGH (Requires Pollution Check)
SoRu36330224,shared_tap,3800,STANDARD
SoRu36331224,well,324,HIGH (Requires Pollution Check)
SoRu36332224,river,716,CRITICAL
SoRu36333224,shared_tap,2330,STANDARD
SoRu36334224,well,288,HIGH (Requires Pollution Check)
SoRu36335224,well,396,HIGH (Requires Pollution Check)
SoRu36336224,river,860,CRITICAL
SoRu36337224,river,458,CRITICAL
SoRu36338224,shared_tap,402,STANDARD
SoRu36339224,well,204,HIGH (Requires Pollution Check)
SoRu36340224,well,160,HIGH (Requires Pollution Check)
SoRu36341224,river,600,CRITICAL
SoRu36342224,tap_in_home_broken,744,CRITICAL
SoRu36343224,shared_tap,1626,STANDARD
SoRu36344224,tap_in_home,326,STANDARD
SoRu36345224,shared_tap,3680,STANDARD
SoRu36346224,well,344,HIGH (Requires Pollution Check)
SoRu36347224,well,368,HIGH (Requires Pollution Check)
SoRu36348224,river,598,CRITICAL
SoRu36349224,shared_tap,344,STANDARD
SoRu36350224,tap_in_home_broken,824,CRITICAL
SoRu36351224,river,860,CRITICAL
SoRu36352224,well,370,HIGH (Requires Pollution Check)
SoRu36353224,well,366,HIGH (Requires Pollution Check)
SoRu36354224,tap_in_home_broken,688,CRITICAL
SoRu36355224,well,398,HIGH (Requires Pollution Check)
SoRu36356224,well,306,HIGH (Requires Pollution Check)
SoRu36357224,shared_tap,1388,STANDARD
SoRu36358224,tap_in_home,360,STANDARD
SoRu36359224,shared_tap,638,STANDARD
SoRu36360224,well,372,HIGH (Requires Pollution Check)
SoRu36361224,tap_in_home_broken,820,CRITICAL
SoRu36362224,river,590,CRITICAL
SoRu36363224,river,680,CRITICAL
SoRu36364224,well,366,HIGH (Requires Pollution Check)
SoRu36365224,river,906,CRITICAL
SoRu36366224,tap_in_home_broken,860,CRITICAL
SoRu36367224,tap_in_home_broken,364,CRITICAL
SoRu36368224,well,282,HIGH (Requires Pollution Check)
SoRu36369224,tap_in_home,808,STANDARD
SoRu36370224,shared_tap,3014,STANDARD
SoRu36371224,tap_in_home_broken,842,CRITICAL
SoRu36372224,river,486,CRITICAL
SoRu36373224,river,708,CRITICAL
SoRu36374224,well,368,HIGH (Requires Pollution Check)
SoRu36375224,river,948,CRITICAL
SoRu36376224,well,162,HIGH (Requires Pollution Check)
SoRu36377224,well,378,HIGH (Requires Pollution Check)
SoRu36378224,tap_in_home_broken,580,CRITICAL
SoRu36379224,shared_tap,2694,STANDARD
SoRu36380224,tap_in_home,372,STANDARD
SoRu36381224,well,220,HIGH (Requires Pollution Check)
SoRu36382224,well,192,HIGH (Requires Pollution Check)
SoRu36383224,well,268,HIGH (Requires Pollution Check)
SoRu36384224,river,932,CRITICAL
SoRu36385224,well,258,HIGH (Requires Pollution Check)
SoRu36386224,well,212,HIGH (Requires Pollution Check)
SoRu36387224,shared_tap,972,STANDARD
SoRu36388224,river,586,CRITICAL
SoRu36389224,well,258,HIGH (Requires Pollution Check)
SoRu36390224,tap_in_home,786,STANDARD
SoRu36391224,well,342,HIGH (Requires Pollution Check)
SoRu36392224,river,770,CRITICAL
SoRu36393224,well,210,HIGH (Requires Pollution Check)
SoRu36394224,shared_tap,998,STANDARD
SoRu36395224,well,346,HIGH (Requires Pollution Check)
SoRu36396224,river,866,CRITICAL
SoRu36397224,river,622,CRITICAL
SoRu36398224,well,210,HIGH (Requires Pollution Check)
SoRu36399224,shared_tap,2574,STANDARD
SoRu36400224,shared_tap,1570,STANDARD
SoRu36401224,tap_in_home_broken,674,CRITICAL
SoRu36402224,river,438,CRITICAL
SoRu36403224,river,934,CRITICAL
SoRu36404224,river,880,CRITICAL
SoRu36405224,well,206,HIGH (Requires Pollution Check)
SoRu36406224,shared_tap,3246,STANDARD
SoRu36407224,tap_in_home_broken,334,CRITICAL
SoRu36408224,shared_tap,2554,STANDARD
SoRu36409224,river,514,CRITICAL
SoRu36410224,shared_tap,1542,STANDARD
SoRu36411224,well,240,HIGH (Requires Pollution Check)
SoRu36412224,shared_tap,2216,STANDARD
SoRu36413224,river,660,CRITICAL
SoRu36414224,well,194,HIGH (Requires Pollution Check)
SoRu36415224,tap_in_home_broken,970,CRITICAL
SoRu36416224,well,330,HIGH (Requires Pollution Check)
SoRu36417224,well,162,HIGH (Requires Pollution Check)
SoRu36418224,river,494,CRITICAL
SoRu36419224,well,384,HIGH (Requires Pollution Check)
SoRu36420224,river,422,CRITICAL
SoRu36421224,river,964,CRITICAL
SoRu36422224,shared_tap,3252,STANDARD
SoRu36423224,river,938,CRITICAL
SoRu36424224,tap_in_home,984,STANDARD
SoRu36425224,shared_tap,3492,STANDARD
SoRu36426224,river,540,CRITICAL
SoRu36427224,tap_in_home_broken,636,CRITICAL
SoRu36428224,tap_in_home,942,STANDARD
SoRu36429224,well,274,HIGH (Requires Pollution Check)
SoRu36430224,river,774,CRITICAL
SoRu36431224,river,648,CRITICAL
SoRu36432224,well,338,HIGH (Requires Pollution Check)
SoRu36433224,well,390,HIGH (Requires Pollution Check)
SoRu36434224,well,316,HIGH (Requires Pollution Check)
SoRu36435224,well,342,HIGH (Requires Pollution Check)
SoRu36436224,well,398,HIGH (Requires Pollution Check)
SoRu36437224,tap_in_home_broken,962,CRITICAL
SoRu36438224,well,366,HIGH (Requires Pollution Check)
SoRu36439224,well,302,HIGH (Requires Pollution Check)
SoRu36440224,shared_tap,2428,STANDARD
SoRu36441224,well,392,HIGH (Requires Pollution Check)
SoRu36442224,well,292,HIGH (Requires Pollution Check)
SoRu36443224,well,186,HIGH (Requires Pollution Check)
SoRu36444224,river,506,CRITICAL
SoRu36445224,river,910,CRITICAL
SoRu36446224,well,172,HIGH (Requires Pollution Check)
SoRu36447224,river,608,CRITICAL
SoRu36448224,shared_tap,3174,STANDARD
SoRu36449224,tap_in_home,474,STANDARD
SoRu36450224,tap_in_home,492,STANDARD
SoRu36451224,well,188,HIGH (Requires Pollution Check)
SoRu36452224,well,192,HIGH (Requires Pollution Check)
SoRu36453224,shared_tap,2608,STANDARD
SoRu36454224,well,182,HIGH (Requires Pollution Check)
SoRu36455224,well,280,HIGH (Requires Pollution Check)
SoRu36456224,well,368,HIGH (Requires Pollution Check)
SoRu36457224,river,536,CRITICAL
SoRu36458224,well,354,HIGH (Requires Pollution Check)
SoRu36459224,well,378,HIGH (Requires Pollution Check)
SoRu36460224,well,160,HIGH (Requires Pollution Check)
SoRu36461224,river,818,CRITICAL
SoRu36462224,well,160,HIGH (Requires Pollution Check)
SoRu36463224,well,392,HIGH (Requires Pollution Check)
SoRu36464224,well,322,HIGH (Requires Pollution Check)
SoRu36465224,river,920,CRITICAL
SoRu36466224,shared_tap,1856,STANDARD
SoRu36467224,shared_tap,2746,STANDARD
SoRu36468224,tap_in_home_broken,666,CRITICAL
SoRu36469224,well,368,HIGH (Requires Pollution Check)
SoRu36470224,tap_in_home_broken,408,CRITICAL
SoRu36471224,tap_in_home,344,STANDARD
SoRu36472224,river,482,CRITICAL
SoRu36473224,river,760,CRITICAL
SoRu36474224,river,636,CRITICAL
SoRu36475224,shared_tap,3328,STANDARD
SoRu36476224,shared_tap,3814,STANDARD
SoRu36477224,tap_in_home,864,STANDARD
SoRu36478224,shared_tap,546,STANDARD
SoRu36479224,river,532,CRITICAL
SoRu36480224,tap_in_home,798,STANDARD
SoRu36481224,well,182,HIGH (Requires Pollution Check)
SoRu36482224,well,304,HIGH (Requires Pollution Check)
SoRu36483224,tap_in_home,682,STANDARD
SoRu36484224,river,468,CRITICAL
SoRu36485224,tap_in_home,658,STANDARD
SoRu36486224,tap_in_home_broken,928,CRITICAL
SoRu36487224,river,800,CRITICAL
SoRu36488224,shared_tap,494,STANDARD
SoRu36489224,river,728,CRITICAL
SoRu36490224,well,322,HIGH (Requires Pollution Check)
SoRu36491224,tap_in_home_broken,746,CRITICAL
SoRu36492224,river,606,CRITICAL
SoRu36493224,shared_tap,3184,STANDARD
SoRu36494224,tap_in_home,474,STANDARD
SoRu36495224,well,212,HIGH (Requires Pollution Check)
SoRu36496224,well,184,HIGH (Requires Pollution Check)
SoRu36497224,shared_tap,416,STANDARD
SoRu36498224,well,236,HIGH (Requires Pollution Check)
SoRu36499224,well,354,HIGH (Requires Pollution Check)
SoRu36500224,river,768,CRITICAL
SoRu36501224,shared_tap,3696,STANDARD
SoRu36502224,well,362,HIGH (Requires Pollution Check)
SoRu36503224,well,264,HIGH (Requires Pollution Check)
