project_id,source_id,address,town,province,source_type,improvement,source_status,date_of_completion,comments
17797,KiZu31358224,23 Kagame Court,Zuri,Kilimani,river,Drill well,Backlog,,
17798,SoRu35004224,32 Fennec Way,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
17799,HaRu17326224,31 Tahrir Square,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
17800,KiRu28184224,34 Kipepeo Johnson Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17801,SoRu38373224,63 Mlima Wa Uzuri Avenue,Rural,Sokoto,shared_tap,Install 7 taps nearby,Backlog,,
17802,KiRu30567224,71 Sahara Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17803,AmDa11979224,166 Nyoka Achebe Street,Dahabu,Amanzi,well,Install RO filter,Backlog,,
17804,KiRu27820224,32 Haile Selassie Avenue,Rural,Kilimani,well,Install RO filter,Backlog,,
17805,HaRu20107224,136 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
17806,AmAb09297224,21 N'dour Avenue,Abidjan,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17807,KiRu26139224,80 Nyerere Road,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
17808,AmRu15696224,38 Franco Luambo Avenue,Rural,Amanzi,well,Install RO filter,Backlog,,
17809,AmAb09277224,32 N'dour Avenue,Abidjan,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17810,AkRu08472224,7 African Skies Street,Rural,Akatsi,river,Drill well,Backlog,,
17811,KiRu29672224,16 Ziwa La Upendo Street,Rural,Kilimani,shared_tap,Install 4 taps nearby,Backlog,,
17812,KiMr25174224,84 Afrobeats Street,Mrembo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17813,HaRu18655224,127 Amin Road,Rural,Hawassa,well,Install RO filter,Backlog,,
17814,KiAm22507224,14 Bahari Ya Upendo Road,Amara,Kilimani,well,Install UV and RO filter,Backlog,,
17815,KiRu26327224,114 Kimathi Street,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
17816,AkRu07867224,162 Maji Mema Street,Rural,Akatsi,well,Install RO filter,Backlog,,
17817,SoCh31902224,37 Bamako Road,Cheche,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17818,SoRu35143224,32 Kenyatta Avenue,Rural,Sokoto,shared_tap,Install 4 taps nearby,Backlog,,
17819,AkLu02197224,41 Okonjo-Iweala Street,Lusaka,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17820,AmBe11124224,181 Achebe Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17821,HaRu17557224,131 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
17822,KiRu28988224,19 Njia Ya Maji Road,Rural,Kilimani,well,Install RO filter,Backlog,,
17823,KiZu30731224,35 Banjul Street,Zuri,Kilimani,shared_tap,Install 7 taps nearby,Backlog,,
17824,AkHa00412224,28 Oliver Tambo Street,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17825,SoRu37197224,41 Nelson Mandela Street,Rural,Sokoto,river,Drill well,Backlog,,
17826,SoRu38448224,13 Pwani Ya Joto Road,Rural,Sokoto,river,Drill well,Backlog,,
17827,HaRu17879224,136 Lubumbashi Lane,Rural,Hawassa,river,Drill well,Backlog,,
17828,SoMa34354224,4 Lilongwe Drive,Marang,Sokoto,well,Install UV and RO filter,Backlog,,
17829,AkKi01172224,38 Ziwa Nyeusi Street,Kintampo,Akatsi,well,Install UV and RO filter,Backlog,,
17830,KiRu28266224,158 Kipepeo Johnson Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17831,AkRu07833224,59 Maji Mema Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
17832,HaRu20021224,192 Milima Kali Street,Rural,Hawassa,river,Drill well,Backlog,,
17833,KiRu29473224,105 Bahari Nyeupe Street,Rural,Kilimani,shared_tap,Install 4 taps nearby,Backlog,,
17834,AkRu06715224,6 Mbuni Nyerere Avenue,Rural,Akatsi,river,Drill well,Backlog,,
17835,KiRu26696224,11 Malabo Drive,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17836,KiMr24883224,51 Mlima Wa Matumaini Street,Mrembo,Kilimani,shared_tap,Install 3 taps nearby,Backlog,,
17837,AkRu06106224,24 Simba Road,Rural,Akatsi,well,Install RO filter,Backlog,,
17838,AkHa00482224,29 Ukingo Mkuu Drive,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17839,SoRu38645224,95 Mto Wa Ukarimu Street,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
17840,KiRu30212224,55 Burna Boy Street,Rural,Kilimani,well,Install RO filter,Backlog,,
17841,AmRu13570224,29 Casablanca Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17842,KiRu29744224,118 Ziwa La Upendo Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17843,SoMa34415224,39 Drogba Drive,Marang,Sokoto,shared_tap,Install 4 taps nearby,Backlog,,
17844,SoRu38345224,27 Mlima Wa Uzuri Avenue,Rural,Sokoto,river,Drill well,Backlog,,
17845,SoRu34859224,47 Ndovu Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17846,KiRu30400224,62 Kinshasa Road,Rural,Kilimani,well,Install RO filter,Backlog,,
17847,AmRu14922224,31 Ngiri Achebe Drive,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17848,AkRu06286224,109 Punda Kagame Street,Rural,Akatsi,well,Install RO filter,Backlog,,
17849,AmAs10030224,97 Tembo Road,Asmara,Amanzi,well,Install RO filter,Backlog,,
17850,KiRu30274224,24 Afro Blue Drive,Rural,Kilimani,well,Install RO filter,Backlog,,
17851,AkRu05411224,95 Wole Soyinka Street,Rural,Akatsi,river,Drill well,Backlog,,
17852,AkHa00208224,57 Abyei Avenue,Harare,Akatsi,well,Install RO filter,Backlog,,
17853,SoIl32915224,144 Cape Verde Street,Ilanga,Sokoto,river,Drill well,Backlog,,
17854,AkLu02230224,124 Okonjo-Iweala Street,Lusaka,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17855,HaRu19229224,113 Kiboko Nkrumah Lane,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
17856,AkRu05171224,198 Kenyatta Street,Rural,Akatsi,shared_tap,Install 8 taps nearby,Backlog,,
17857,KiAm22125224,11 Lome Street,Amara,Kilimani,well,Install RO filter,Backlog,,
17858,AmBe11324224,124 Mbuzi Mbeki Street,Bello,Amanzi,river,Drill well,Backlog,,
17859,SoMa33589224,6 Luxor Avenue,Majengo,Sokoto,river,Drill well,Backlog,,
17860,KiMr24671224,95 Kob Maathai Road,Mrembo,Kilimani,well,Install RO filter,Backlog,,
17861,HaDe16600224,60 Yvonne Chaka Road,Deka,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17862,HaRu20785224,31 Tuku Street,Rural,Hawassa,shared_tap,Install 8 taps nearby,Backlog,,
17863,AkRu05546224,165 Wole Soyinka Street,Rural,Akatsi,river,Drill well,Backlog,,
17864,KiRu25882224,21 Kudu Square,Rural,Kilimani,well,Install RO filter,Backlog,,
17865,SoRu38495224,106 Pwani Ya Joto Road,Rural,Sokoto,well,Install RO filter,Backlog,,
17866,HaRu20000224,189 Milima Kali Street,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
17867,KiRu28402224,40 Twiga Kagame Avenue,Rural,Kilimani,well,Install RO filter,Backlog,,
17868,AkRu07500224,36 Bahari Ya Kunata Avenue,Rural,Akatsi,well,Install RO filter,Backlog,,
17869,SoIl32898224,137 Cape Verde Street,Ilanga,Sokoto,well,Install RO filter,Backlog,,
17870,AmRu13824224,58 Benghazi Boulevard,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17871,HaDe16514224,107 Yvonne Chaka Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
17872,HaRu20645224,72 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
17873,AkLu02138224,37 Dakar Drive,Lusaka,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17874,KiRu26386224,35 Kimathi Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17875,KiRu25973224,5 Timbuktu Run,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17876,AmAm09386224,12 Zambezi Way,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17877,HaRu17260224,50 Tangier Terrace,Rural,Hawassa,well,Install RO filter,Backlog,,
17878,HaRu18779224,83 Amin Road,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17879,SoRu39516224,62 Angelique Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
17880,AkRu06675224,169 Popo Kamuzu Street,Rural,Akatsi,shared_tap,Install 6 taps nearby,Backlog,,
17881,SoRu36571224,61 Machel Lane,Rural,Sokoto,well,Install RO filter,Backlog,,
17882,KiRu29202224,11 Bahari Ya Faraja Road,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
17883,AmRu13504224,163 Casablanca Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17884,SoRu37007224,165 Ellen Johnson Sirleaf Street,Rural,Sokoto,shared_tap,Install 7 taps nearby,Backlog,,
17885,AkRu05026224,45 Bissau Street,Rural,Akatsi,river,Drill well,Backlog,,
17886,SoIl32678224,106 Pwani Mchangani Road,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17887,AkRu06497224,200 Popo Kamuzu Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17888,AkRu07812224,108 Ukingo Wa Mto Road,Rural,Akatsi,shared_tap,Install 4 taps nearby,Backlog,,
17889,KiIs23560224,113 Langata Road,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
17890,HaRu20572224,65 Gbenga Adeyinka Street,Rural,Hawassa,well,Install RO filter,Backlog,,
17891,AmRu15318224,141 Mawimbi Maji Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17892,SoRu39057224,132 Youssou N'Dour Road,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17893,SoRu37281224,7 Kofi Annan Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17894,AmBe11091224,26 Achebe Street,Bello,Amanzi,shared_tap,Install 2 taps nearby,Backlog,,
17895,AkHa00213224,16 Abyei Avenue,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17896,KiIs24061224,64 Jengo Khama Avenue,Isiqalo,Kilimani,well,Install RO filter,Backlog,,
17897,SoRu35833224,29 Mombasa Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
17898,AkRu05974224,121 Mbeki Street,Rural,Akatsi,shared_tap,Install 7 taps nearby,Backlog,,
17899,KiMr24809224,14 Mlima Wa Matumaini Street,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
17900,AkRu05730224,72 Ramaphosa Road,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
17901,AmAs10803224,176 Jangwa La Fisi Street,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17902,HaRu20004224,8 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
17903,AmPw12775224,62 Tumbili Kenyatta Avenue,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17904,HaZa21748224,86 Kampala Road,Zanzibar,Hawassa,well,Install RO filter,Backlog,,
17905,SoRu38381224,6 Mlima Wa Uzuri Avenue,Rural,Sokoto,shared_tap,Install 8 taps nearby,Backlog,,
17906,AmRu15209224,147 Mawimbi Maji Street,Rural,Amanzi,shared_tap,Install 8 taps nearby,Backlog,,
17907,HaRu19969224,50 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install RO filter,Backlog,,
17908,AkRu08471224,178 African Skies Street,Rural,Akatsi,well,Install RO filter,Backlog,,
17909,SoRu39178224,55 Youssou N'Dour Road,Rural,Sokoto,well,Install RO filter,Backlog,,
17910,AmAs10392224,147 Eto'o Street,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17911,KiHa22882224,18 Bujumbura Street,Harare,Kilimani,well,Install RO filter,Backlog,,
17912,AkRu07520224,35 Mto Wa Furaha Road,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
17913,AkRu08801224,74 Ladysmith Black Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
17914,HaRu19628224,55 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
17915,SoIl32319224,20 Rift Valley Rise,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17916,AmDa11813224,151 Nyoka Achebe Street,Dahabu,Amanzi,shared_tap,Install 1 taps nearby,Backlog,,
17917,AmAm09402224,1 Accra Avenue,Amina,Amanzi,well,Install UV and RO filter,Backlog,,
17918,AkRu05122224,4 Luanda Boulevard,Rural,Akatsi,well,Install RO filter,Backlog,,
17919,HaAm16130224,28 Kifaru Lumumba Road,Amina,Hawassa,well,Install UV and RO filter,Backlog,,
17920,SoRu37833224,95 Kuku Kenyatta Road,Rural,Sokoto,river,Drill well,Backlog,,
17921,KiRu26081224,92 Nyerere Road,Rural,Kilimani,river,Drill well,Backlog,,
17922,AkHa00670224,194 Yvonne Chaka Street,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17923,KiRu27218224,103 Maseru Road,Rural,Kilimani,well,Install RO filter,Backlog,,
17924,SoRu38829224,25 Cape Town Avenue,Rural,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
17925,SoRu38879224,26 Cape Town Avenue,Rural,Sokoto,river,Drill well,Backlog,,
17926,HaRu17052224,144 Twiga Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
17927,KiZu30770224,177 Banjul Street,Zuri,Kilimani,shared_tap,Install 7 taps nearby,Backlog,,
17928,SoCh31948224,34 Bamako Road,Cheche,Sokoto,well,Install RO filter,Backlog,,
17929,HaAm16291224,11 Ziwa La Kutazama Avenue,Amina,Hawassa,well,Install UV and RO filter,Backlog,,
17930,AkRu07525224,116 Mto Wa Furaha Road,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
17931,HaRu18487224,178 Kano Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17932,HaRu17034224,111 Twiga Lane,Rural,Hawassa,shared_tap,Install 4 taps nearby,Backlog,,
17933,AmAm09831224,44 Afro Jazz Street,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17934,KiRu27911224,46 Nyerere Ndovu Avenue,Rural,Kilimani,river,Drill well,Backlog,,
17935,KiMr25147224,128 Afrobeats Street,Mrembo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17936,SoRu36004224,85 Seychelles Street,Rural,Sokoto,shared_tap,Install 8 taps nearby,Backlog,,
17937,KiRu30308224,82 Kinshasa Road,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17938,HaRu19020224,115 Winnie Mandela Street,Rural,Hawassa,well,Install RO filter,Backlog,,
17939,HaRu19651224,10 Mamba Biko Drive,Rural,Hawassa,well,Install RO filter,Backlog,,
17940,AkRu07187224,105 Simba Tutu Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17941,SoRu37920224,41 Paka Dangote Street,Rural,Sokoto,river,Drill well,Backlog,,
17942,SoRu37592224,61 Panya Zinjathropus Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
17943,HaRu17638224,26 Constantine Road,Rural,Hawassa,river,Drill well,Backlog,,
17944,HaSe21220224,71 Afro Beat Road,Serowe,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17945,AkRu08390224,39 African Skies Street,Rural,Akatsi,well,Install RO filter,Backlog,,
17946,HaRu20328224,45 Johnny Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17947,SoRu38616224,44 Mlima Wa Ufalme Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17948,KiRu28015224,41 Duma Leakey Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17949,AmRu13964224,143 Timbuktu Road,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17950,AkLu02246224,137 Okonjo-Iweala Street,Lusaka,Akatsi,well,Install RO filter,Backlog,,
17951,SoRu38700224,33 Mto Wa Ukarimu Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
17952,AmRu13934224,88 Timbuktu Road,Rural,Amanzi,shared_tap,Install 2 taps nearby,Backlog,,
17953,KiZu31376224,46 Mto Wa Maji Avenue,Zuri,Kilimani,shared_tap,Install 5 taps nearby,Backlog,,
17954,HaSe20870224,47 Pygmy Trail,Serowe,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17955,HaAm15960224,84 Garang Street,Amina,Hawassa,well,Install RO filter,Backlog,,
17956,KiRu28482224,9 Sungura Amanpour Road,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
17957,AkRu04698224,29 Windhoek Way,Rural,Akatsi,shared_tap,Install 8 taps nearby,Backlog,,
17958,SoRu36780224,16 Kamuzu Banda Road,Rural,Sokoto,well,Install RO filter,Backlog,,
17959,AkRu05908224,94 Mbeki Street,Rural,Akatsi,well,Install RO filter,Backlog,,
17960,KiHa23014224,39 Bujumbura Street,Harare,Kilimani,river,Drill well,Backlog,,
17961,KiRu30530224,44 Sahara Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17962,SoRu35582224,118 Monrovia Street,Rural,Sokoto,river,Drill well,Backlog,,
17963,SoRu35307224,196 Nile Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
17964,KiIs23750224,13 Cape Coast Road,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
17965,AkRu08712224,34 Niger Drive,Rural,Akatsi,shared_tap,Install 6 taps nearby,Backlog,,
17966,AkRu07266224,49 Ukingo Wa Jua Street,Rural,Akatsi,river,Drill well,Backlog,,
17967,KiRu25439224,30 Mwanza Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17968,KiRu29278224,28 Bahari Ya Faraja Road,Rural,Kilimani,well,Install RO filter,Backlog,,
17969,AmRu13783224,23 Luanda Avenue,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17970,KiAm22334224,67 Nguvu Tutu Street,Amara,Kilimani,well,Install UV and RO filter,Backlog,,
17971,KiRu30524224,163 Sahara Street,Rural,Kilimani,well,Install RO filter,Backlog,,
17972,AmBe11105224,196 Achebe Street,Bello,Amanzi,well,Install RO filter,Backlog,,
17973,SoRu37307224,30 Kofi Annan Avenue,Rural,Sokoto,shared_tap,Install 7 taps nearby,Backlog,,
17974,KiRu25984224,22 Timbuktu Run,Rural,Kilimani,river,Drill well,Backlog,,
17975,HaRu20041224,28 Milima Kali Street,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
17976,SoRu38409224,88 Pwani Ya Joto Road,Rural,Sokoto,river,Drill well,Backlog,,
17977,HaRu19513224,81 Mnyama Dangote Road,Rural,Hawassa,well,Install RO filter,Backlog,,
17978,KiRu30634224,8 Salif Keita Drive,Rural,Kilimani,river,Drill well,Backlog,,
17979,HaRu18319224,69 Bamako Avenue,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17980,KiRu26448224,2 Harare Drive,Rural,Kilimani,shared_tap,Install 6 taps nearby,Backlog,,
17981,AkKi01351224,191 Zambezi Street,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17982,SoRu38060224,17 Njia Ya Mlima Avenue,Rural,Sokoto,well,Install RO filter,Backlog,,
17983,KiRu28334224,82 Kipepeo Johnson Street,Rural,Kilimani,river,Drill well,Backlog,,
17984,AmAm09619224,192 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17985,SoRu37449224,62 Soko Soyinka Road,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17986,AmRu15862224,54 African Queen Road,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17987,KiRu29040224,17 Njia Ya Maji Road,Rural,Kilimani,river,Drill well,Backlog,,
17988,SoRu37600224,24 Panya Zinjathropus Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17989,AmRu13423224,7 Windhoek Way,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17990,KiRu25633224,22 Kitale Drive,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
17991,AmAs10570224,23 Nadi Kijani Lane,Asmara,Amanzi,river,Drill well,Backlog,,
17992,AmAb09001224,139 Kinshasa Road,Abidjan,Amanzi,shared_tap,Install 1 taps nearby,Backlog,,
17993,SoKo33440224,136 Mlima Wa Hekima Street,Kofi,Sokoto,well,Install RO filter,Backlog,,
17994,AkRu06110224,95 Simba Road,Rural,Akatsi,well,Install RO filter,Backlog,,
17995,SoRu36411224,143 Nkrumah Road,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
17996,AmAm09351224,10 Zambezi Way,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17997,AkRu05521224,178 Wole Soyinka Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
17998,HaRu20071224,143 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
17999,SoRu34917224,5 Ndovu Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
18000,AmRu13119224,22 Cairo Road,Rural,Amanzi,shared_tap,Install 8 taps nearby,Backlog,,
18001,SoRu34894224,7 Ndovu Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
18002,AkRu03174224,12 Kigali Place,Rural,Akatsi,shared_tap,Install 7 taps nearby,Backlog,,
18003,AmPw12674224,14 Lagos Street,Pwani,Amanzi,well,Install UV and RO filter,Backlog,,
18004,KiIs23955224,188 Farasi Makeba Street,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
18005,SoRu37808224,26 Kuku Kenyatta Road,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18006,HaRu19904224,4 Chanzo Cha Furaha Road,Rural,Hawassa,shared_tap,Install 3 taps nearby,Backlog,,
18007,AkRu03629224,158 Koinange Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
18008,AkRu03394224,101 Savanna Street,Rural,Akatsi,river,Drill well,Backlog,,
18009,AkRu04566224,68 Antananarivo Road,Rural,Akatsi,river,Drill well,Backlog,,
18010,KiIs23701224,22 Cape Coast Road,Isiqalo,Kilimani,well,Install RO filter,Backlog,,
18011,AkRu07786224,84 Ukingo Wa Mto Road,Rural,Akatsi,shared_tap,Install 4 taps nearby,Backlog,,
18012,SoRu35258224,181 Nile Street,Rural,Sokoto,river,Drill well,Backlog,,
18013,HaRu20672224,107 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18014,AmRu14578224,95 Desmond Tutu Road,Rural,Amanzi,well,Install RO filter,Backlog,,
18015,KiHa22831224,46 Dar es Salaam Drive,Harare,Kilimani,well,Install UV and RO filter,Backlog,,
18016,KiRu27786224,71 Desmond Tutu Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
18017,SoRu38355224,50 Mlima Wa Uzuri Avenue,Rural,Sokoto,well,Install RO filter,Backlog,,
18018,KiZu30780224,93 Banjul Street,Zuri,Kilimani,river,Drill well,Backlog,,
18019,KiAm22182224,68 Mandela Avenue,Amara,Kilimani,well,Install RO filter,Backlog,,
18020,AmBe10999224,94 Achebe Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18021,KiHa23221224,140 Port Said Street,Harare,Kilimani,well,Install RO filter,Backlog,,
18022,KiMr25086224,96 Afrobeats Street,Mrembo,Kilimani,well,Install RO filter,Backlog,,
18023,SoRu37409224,50 Soko Soyinka Road,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18024,HaRu17960224,106 Lubumbashi Lane,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18025,AmAm09788224,24 Zamajobe Avenue,Amina,Amanzi,river,Drill well,Backlog,,
18026,SoMa33635224,27 Algiers Road,Majengo,Sokoto,river,Drill well,Backlog,,
18027,AkRu07652224,81 Mto Wa Furaha Road,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
18028,KiRu28579224,39 Ndege Khama Drive,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
18029,SoRu39350224,16 Isicathamiya Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18030,HaAm16055224,78 Garang Street,Amina,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18031,AmPw12650224,161 Lagos Street,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18032,AmPw12300224,25 Zuri Place,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18033,AkRu03573224,161 Koinange Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18034,SoMa33903224,103 Ciss̩ Road,Majengo,Sokoto,well,Install RO filter,Backlog,,
18035,KiRu28031224,83 Duma Leakey Road,Rural,Kilimani,river,Drill well,Backlog,,
18036,AmRu13442224,52 Windhoek Way,Rural,Amanzi,river,Drill well,Backlog,,
18037,SoRu39415224,19 Amadou & Mariam Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
18038,AmRu13621224,1 Casablanca Street,Rural,Amanzi,well,Install RO filter,Backlog,,
18039,AmRu12926224,23 Ostrich Run,Rural,Amanzi,well,Install RO filter,Backlog,,
18040,KiHa22639224,135 Tripoli Street,Harare,Kilimani,river,Drill well,Backlog,,
18041,AmRu15775224,75 African Queen Road,Rural,Amanzi,river,Drill well,Backlog,,
18042,HaRu18011224,177 Lubumbashi Lane,Rural,Hawassa,well,Install RO filter,Backlog,,
18043,HaRu20050224,95 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18044,AkRu07967224,17 Maji Mema Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18045,HaRu18128224,27 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
18046,HaAm15963224,13 Garang Street,Amina,Hawassa,well,Install UV and RO filter,Backlog,,
18047,HaAm15906224,111 Garang Street,Amina,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
18048,AkRu06460224,96 Punda Kagame Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18049,HaDe16387224,143 Ndege Tambo Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
18050,AkRu06331224,111 Punda Kagame Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18051,SoRu36790224,93 Kamuzu Banda Road,Rural,Sokoto,shared_tap,Install 5 taps nearby,Backlog,,
18052,SoMa33700224,54 Algiers Road,Majengo,Sokoto,river,Drill well,Backlog,,
18053,AkRu05386224,108 Wole Soyinka Street,Rural,Akatsi,well,Install RO filter,Backlog,,
18054,KiRu28972224,24 Njia Ya Maji Road,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
